站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230604135311,1.7,1018.3,89,82,7.9,0.4,10100.8
58102,20230604135311,1.9,1010.3,73,120,6.3,1.2,10111.5
58118,20230604135311,23.8,1008.0,78,179,4.5,1.5,10474.3
58122,20230604135311,29.1,1017.4,13,318,9.2,0.4,10234.7
58203,20230604135311,13.6,1025.1,68,189,8.4,0.7,10181.4
58215,20230604135311,3.3,1005.2,59,32,8.7,0.6,10020.3
58221,20230604135311,14.2,1002.4,95,263,12.6,1.5,10020.2
58225,20230604135311,0.1,1014.3,79,292,7.0,1.1,10015.6
58236,20230604135311,15.7,1019.9,19,77,11.6,1.0,10190.2
58311,20230604135311,25.8,1017.0,62,100,0.5,1.1,10032.1
58314,20230604135311,2.9,1019.3,45,333,2.9,1.4,10079.2
58319,20230604135311,29.0,1017.5,52,199,7.4,1.3,10349.2
58321,20230604135311,4.9,1024.7,48,260,11.2,1.3,10182.2
58326,20230604135311,1.9,1023.0,48,14,0.3,0.4,10498.7
58336,20230604135311,33.6,1025.9,60,174,13.4,0.4,10412.9
58338,20230604135311,32.2,1008.1,49,250,6.4,0.7,10087.6
58414,20230604135311,19.5,1010.8,35,154,0.5,0.5,10461.8
58419,20230604135311,25.9,1006.8,56,321,10.6,1.0,10447.9
58424,20230604135311,9.4,1009.7,44,41,14.3,0.2,10444.8
58429,20230604135311,13.0,1015.3,76,72,0.7,1.2,10393.8
58436,20230604135311,20.9,1005.0,65,141,6.0,0.2,10475.7
58437,20230604135311,18.6,1008.1,46,227,3.0,0.4,10288.0
58520,20230604135311,26.6,1015.7,78,79,11.6,0.8,10471.6
58531,20230604135311,18.7,1012.9,96,198,3.5,0.3,10301.2
54406,20230604135311,4.9,1016.5,45,195,7.2,1.3,10060.1
54416,20230604135311,9.1,1016.1,28,41,4.5,0.4,10481.0
54511,20230604135311,0.9,1017.2,30,165,7.6,0.6,10466.0
58725,20230604135311,23.1,1008.0,85,211,0.5,0.3,10254.8
58730,20230604135311,11.3,1024.0,72,36,9.7,1.5,10116.8
58731,20230604135311,27.9,1004.5,32,107,9.2,0.6,10413.5
58734,20230604135311,4.7,1016.2,49,324,5.4,1.0,10136.8
58737,20230604135311,14.3,1019.3,94,194,11.9,0.1,10340.6
58744,20230604135311,33.7,1008.8,67,306,11.1,1.3,10016.6
58754,20230604135311,9.8,1016.6,58,152,13.7,1.2,10290.5
58818,20230604135311,31.7,1007.8,100,200,13.2,0.0,10353.0
58820,20230604135311,27.4,1012.3,66,30,1.6,1.0,10156.0
58834,20230604135311,14.1,1016.4,74,161,9.9,1.1,10346.2
58837,20230604135311,5.1,1017.0,34,51,13.6,0.6,10035.4
58843,20230604135311,33.7,1017.5,48,186,8.0,1.4,10392.3
58846,20230604135311,29.9,1005.1,63,150,12.4,1.1,10054.7
58847,20230604135311,19.6,1023.9,69,148,8.0,0.9,10182.9
58911,20230604135311,18.0,1002.2,22,202,1.2,1.1,10481.1
58918,20230604135311,34.5,1017.2,22,286,3.0,0.8,10138.6
58921,20230604135311,22.1,1008.1,64,105,1.3,0.2,10132.1
58926,20230604135311,18.3,1010.7,1,352,14.9,0.0,10025.6
58927,20230604135311,17.6,1013.2,56,3,9.6,1.2,10394.7
58931,20230604135311,23.6,1008.8,24,212,8.3,1.2,10031.3
58933,20230604135311,25.7,1015.6,28,125,3.3,0.7,10390.0
58936,20230604135311,26.9,1015.1,83,317,13.0,0.2,10385.7
58944,20230604135311,29.2,1007.9,36,253,1.8,0.6,10392.2
59113,20230604135311,3.4,1019.8,35,126,0.2,0.2,10015.9
59126,20230604135311,13.4,1018.4,33,272,2.1,0.8,10086.6
59133,20230604135311,2.8,1009.3,33,54,12.6,1.0,10145.8
59134,20230604135311,16.9,1015.8,66,48,5.2,0.4,10461.0
59321,20230604135311,21.2,1013.5,30,118,6.1,0.4,10023.9
52323,20230604135311,1.2,1019.4,7,162,12.8,1.0,10456.2
52418,20230604135311,18.0,1022.0,84,269,0.5,0.3,10462.0
52424,20230604135311,22.1,1009.1,60,200,3.1,0.8,10260.0
52436,20230604135311,8.5,1021.4,34,259,7.1,1.0,10138.8
52446,20230604135311,4.8,1001.0,14,67,0.4,0.3,10481.6
52447,20230604135311,31.4,1012.6,56,168,6.2,1.5,10401.7
52533,20230604135311,12.7,1001.8,14,131,14.2,0.8,10145.0
52546,20230604135311,32.3,1025.3,72,1,8.2,0.8,10239.3
52652,20230604135311,11.4,1011.8,18,226,4.9,0.2,10201.0
52661,20230604135311,0.3,1007.8,36,110,6.5,1.0,10162.1
52674,20230604135311,20.6,1017.6,30,36,14.0,1.4,10214.7
52679,20230604135311,4.3,1008.9,91,229,2.2,0.5,10111.9
52681,20230604135311,4.5,1009.0,92,339,8.4,0.9,10456.2
52787,20230604135311,0.8,1004.3,84,110,9.7,0.6,10499.8
52797,20230604135311,0.7,1004.5,65,303,14.4,0.9,10233.8
52884,20230604135311,33.3,1025.4,92,250,11.0,1.3,10107.6
52895,20230604135311,30.9,1002.8,51,100,6.0,1.0,10428.3
52983,20230604135311,13.9,1008.0,50,201,14.8,0.8,10253.8
52984,20230604135311,9.6,1006.4,6,211,1.7,0.1,10005.2
52986,20230604135311,7.4,1010.4,47,279,0.3,0.1,10308.8
52996,20230604135311,21.1,1008.0,1,230,11.5,0.7,10371.5
53821,20230604135311,5.9,1016.4,44,162,10.4,0.8,10058.0
53915,20230604135311,2.1,1011.7,29,10,8.3,0.9,10263.7
53923,20230604135311,30.4,1013.9,21,223,12.0,0.6,10455.8
56074,20230604135311,22.6,1018.7,84,221,12.7,0.0,10487.1
56080,20230604135311,19.6,1020.4,84,201,3.8,1.0,10445.3
56093,20230604135311,6.5,1011.0,100,318,14.7,1.1,10274.9
56096,20230604135311,32.2,1018.7,15,113,11.6,0.6,10397.0
57014,20230604135311,23.1,1002.7,12,224,5.9,0.7,10325.3
57996,20230604135311,31.6,1005.3,98,143,2.2,0.8,10246.3
59072,20230604135311,19.6,1011.8,53,178,2.9,0.3,10232.6
59082,20230604135311,7.5,1002.1,58,91,4.5,0.7,10417.8
59087,20230604135311,8.8,1010.5,47,292,0.9,0.5,10179.7
59088,20230604135311,24.8,1013.9,75,148,13.7,0.3,10261.2
59096,20230604135311,22.3,1020.9,1,255,11.2,0.0,10334.9
59097,20230604135311,33.7,1015.1,91,332,3.9,1.1,10063.6
59107,20230604135311,2.5,1020.8,33,320,2.5,1.0,10285.5
59116,20230604135311,17.3,1011.6,22,124,14.2,0.3,10123.0
59117,20230604135311,8.2,1023.4,9,33,12.3,0.9,10228.7
59271,20230604135311,1.4,1018.3,3,181,2.1,1.2,10391.5
59278,20230604135311,3.3,1003.8,89,167,11.3,1.3,10429.8
59280,20230604135311,21.0,1018.6,5,104,8.9,0.6,10033.4
59287,20230604135311,12.4,1025.0,98,204,14.4,0.9,10438.3
59289,20230604135311,23.8,1014.1,27,37,3.2,0.1,10165.8
59293,20230604135311,23.3,1005.2,44,346,2.1,0.3,10170.8
59294,20230604135311,13.7,1010.4,65,175,0.6,1.3,10448.0
59298,20230604135311,8.7,1016.7,33,139,12.4,0.9,10425.8
59303,20230604135311,15.8,1006.3,54,288,10.7,1.1,10036.4
59304,20230604135311,18.4,1013.2,36,154,4.2,1.0,10130.1
59306,20230604135311,24.6,1019.2,26,77,1.8,0.6,10053.2
59310,20230604135311,32.5,1017.6,77,134,6.0,0.8,10082.6
59316,20230604135311,7.6,1002.1,50,295,3.1,1.4,10022.7
59317,20230604135311,31.5,1021.8,42,209,9.8,0.5,10193.6
59324,20230604135311,13.4,1023.7,37,263,12.1,1.4,10182.3
59456,20230604135311,26.7,1021.1,30,178,1.9,1.3,10481.6
59462,20230604135311,6.8,1003.0,51,7,10.8,0.3,10159.6
59478,20230604135311,12.7,1000.0,20,218,8.8,0.4,10364.0
59485,20230604135311,19.3,1021.6,84,48,0.1,0.8,10050.7
59488,20230604135311,2.6,1003.1,89,66,9.2,1.3,10337.2
59493,20230604135311,0.1,1000.4,82,294,3.9,1.5,10175.3
59501,20230604135311,27.1,1009.4,85,38,14.1,1.1,10300.2
59658,20230604135311,10.1,1013.3,77,310,5.9,1.1,10334.8
59663,20230604135311,31.8,1024.8,87,145,2.1,1.0,10176.3
59664,20230604135311,6.0,1017.3,41,268,11.7,1.4,10495.1
59673,20230604135311,5.2,1005.2,85,197,14.4,1.2,10157.1
59754,20230604135311,24.0,1013.3,65,177,14.6,0.0,10048.6
57947,20230604135311,14.3,1026.1,92,100,3.9,1.3,10446.0
57957,20230604135311,20.0,1012.4,61,188,4.7,0.9,10332.2
57958,20230604135311,2.8,1004.5,80,305,8.4,0.3,10424.5
59021,20230604135311,12.7,1016.8,32,296,1.6,1.5,10329.4
59023,20230604135311,30.4,1014.2,26,321,14.8,0.8,10007.0
59027,20230604135311,24.8,1023.1,99,52,5.0,1.1,10302.3
59037,20230604135311,25.4,1010.2,91,246,3.9,0.5,10059.2
59046,20230604135311,5.1,1005.4,80,44,2.7,0.2,10148.1
59058,20230604135311,16.7,1000.6,10,129,0.3,1.5,10481.6
59065,20230604135311,7.4,1020.3,25,105,14.9,1.0,10137.0
59209,20230604135311,11.0,1013.5,83,41,4.7,0.0,10420.9
59211,20230604135311,22.4,1009.1,64,292,3.5,1.4,10025.6
59218,20230604135311,18.5,1002.8,93,89,12.0,0.9,10161.1
59228,20230604135311,23.5,1019.1,53,281,4.2,0.4,10033.9
59242,20230604135311,28.8,1024.5,28,345,4.0,0.6,10028.4
59254,20230604135311,24.4,1023.4,18,106,3.0,0.1,10373.4
59265,20230604135311,22.1,1005.2,59,179,3.6,0.2,10198.2
59417,20230604135311,25.0,1021.2,11,285,4.0,0.3,10310.4
59431,20230604135311,33.1,1011.3,97,258,14.8,0.8,10119.7
59446,20230604135311,11.8,1000.1,22,209,7.2,0.6,10175.9
59453,20230604135311,24.5,1013.6,99,212,4.9,0.0,10309.9
59626,20230604135311,4.7,1021.2,45,225,1.1,0.3,10042.1
59631,20230604135311,6.3,1008.2,2,96,1.5,0.5,10376.8
59632,20230604135311,3.3,1020.6,38,7,5.9,0.2,10346.0
59644,20230604135311,5.2,1010.3,48,9,2.0,0.5,10162.5
59647,20230604135311,26.4,1008.4,66,86,6.1,1.0,10273.3
56691,20230604135311,30.4,1021.7,86,115,4.1,1.0,10275.8
56693,20230604135311,29.3,1023.9,78,324,5.7,0.2,10092.9
56792,20230604135311,31.3,1018.4,24,113,2.3,1.5,10092.0
56793,20230604135311,11.9,1017.3,56,284,7.2,0.5,10174.5
57606,20230604135311,4.7,1014.0,26,99,5.4,1.4,10357.8
57614,20230604135311,32.3,1003.9,99,263,13.5,0.8,10394.0
57625,20230604135311,15.0,1022.2,64,31,6.9,0.3,10390.4
57647,20230604135311,33.6,1007.0,59,329,2.8,1.0,10441.2
57707,20230604135311,11.1,1016.4,28,68,2.6,0.8,10464.1
57710,20230604135311,10.8,1021.9,36,17,11.5,0.1,10193.1
57712,20230604135311,6.1,1006.8,13,255,5.8,0.4,10102.7
57718,20230604135311,11.8,1019.0,24,263,12.7,0.9,10422.8
57722,20230604135311,8.3,1010.1,70,248,4.0,0.4,10208.8
57729,20230604135311,11.8,1026.0,98,10,11.6,1.2,10266.5
57731,20230604135311,20.8,1017.9,13,242,8.3,0.8,10385.5
57741,20230604135311,16.2,1002.4,37,350,11.9,1.5,10390.4
57803,20230604135311,16.2,1005.1,58,244,4.8,1.0,10042.7
57805,20230604135311,18.8,1026.2,14,199,7.2,0.6,10223.5
57806,20230604135311,6.9,1009.1,42,142,1.6,0.9,10196.7
57816,20230604135311,34.6,1009.1,87,202,8.6,1.0,10106.8
57825,20230604135311,16.7,1010.2,58,166,13.6,0.2,10291.5
57827,20230604135311,15.1,1006.5,27,76,6.4,0.8,10173.1
57832,20230604135311,17.3,1021.7,50,8,0.1,0.2,10385.1
57839,20230604135311,26.6,1010.4,61,288,8.2,1.0,10157.7
57840,20230604135311,27.1,1022.5,27,268,6.2,0.7,10133.2
57902,20230604135311,8.1,1009.9,49,14,14.1,1.0,10495.1
57906,20230604135311,8.0,1003.6,99,235,11.9,1.1,10379.0
57907,20230604135311,20.8,1024.6,79,339,9.2,1.0,10166.9
57910,20230604135311,20.8,1014.4,74,335,1.6,1.5,10112.0
57912,20230604135311,14.4,1004.9,62,89,3.3,0.9,10414.7
57916,20230604135311,27.1,1012.4,27,243,5.0,0.9,10372.2
57922,20230604135311,28.7,1005.6,6,25,12.0,1.2,10186.7
57926,20230604135311,17.9,1020.1,96,79,11.7,1.2,10232.6
57932,20230604135311,16.0,1016.4,63,294,0.5,0.0,10357.6
59758,20230604135311,27.6,1012.0,11,196,7.1,0.1,10035.2
59838,20230604135311,31.5,1007.4,30,35,14.2,0.7,10347.8
