站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230608021057,3.9,1020.4,35,130,2.5,0.2,10084.2
58102,20230608021057,13.7,1017.2,56,24,5.7,1.4,10297.9
58118,20230608021057,23.7,1012.0,54,69,3.2,0.2,10253.4
58122,20230608021057,20.5,1010.7,49,320,14.4,1.1,10263.3
58203,20230608021057,31.0,1015.8,9,302,14.2,0.6,10198.4
58215,20230608021057,22.1,1016.1,12,114,4.8,0.2,10098.5
58221,20230608021057,2.6,1009.3,25,155,8.5,0.6,10184.4
58225,20230608021057,21.1,1020.3,23,315,9.1,0.3,10334.7
58236,20230608021057,8.9,1016.9,85,84,10.0,0.9,10271.8
58311,20230608021057,15.8,1015.4,24,342,5.2,0.6,10403.0
58314,20230608021057,21.0,1006.3,79,101,12.6,0.7,10368.6
58319,20230608021057,24.8,1013.0,25,163,1.5,0.3,10191.8
58321,20230608021057,31.9,1005.5,47,56,6.4,0.6,10113.3
58326,20230608021057,3.0,1012.7,40,99,6.9,0.2,10031.0
58336,20230608021057,33.1,1003.8,42,154,10.1,0.3,10104.5
58338,20230608021057,24.8,1011.6,68,191,11.3,0.0,10318.1
58414,20230608021057,4.8,1024.1,65,257,11.1,1.0,10439.0
58419,20230608021057,33.2,1011.0,47,264,12.2,1.3,10079.0
58424,20230608021057,31.5,1003.1,81,215,5.1,0.5,10462.9
58429,20230608021057,5.4,1011.9,30,12,2.3,0.0,10271.8
58436,20230608021057,28.1,1016.5,2,39,8.3,0.6,10352.5
58437,20230608021057,3.5,1015.7,43,114,12.7,0.8,10107.5
58520,20230608021057,4.7,1018.2,26,65,3.0,0.1,10214.9
58531,20230608021057,26.8,1021.3,3,77,7.4,0.3,10380.9
54406,20230608021057,24.7,1014.9,46,68,12.0,1.0,10077.3
54416,20230608021057,4.2,1024.8,65,60,10.1,0.7,10012.1
54511,20230608021057,5.7,1006.9,97,140,12.9,0.5,10280.5
58725,20230608021057,0.1,1015.3,39,285,0.6,0.8,10161.6
58730,20230608021057,21.0,1002.0,53,260,10.5,0.9,10236.8
58731,20230608021057,0.1,1015.9,28,322,1.8,0.0,10083.6
58734,20230608021057,7.7,1014.8,13,159,10.4,0.4,10064.9
58737,20230608021057,5.7,1016.6,11,77,0.9,0.0,10216.5
58744,20230608021057,16.0,1005.3,26,110,1.8,0.9,10037.7
58754,20230608021057,15.7,1000.8,3,174,7.7,0.5,10090.8
58818,20230608021057,31.5,1011.3,24,86,2.8,1.2,10396.4
58820,20230608021057,24.2,1018.9,51,110,12.8,0.4,10059.0
58834,20230608021057,11.1,1007.5,15,317,5.5,0.3,10459.2
58837,20230608021057,34.7,1019.5,94,189,5.0,0.7,10489.7
58843,20230608021057,10.4,1000.1,94,357,10.2,1.2,10482.4
58846,20230608021057,8.0,1022.9,14,97,10.1,0.3,10351.5
58847,20230608021057,33.2,1013.2,60,20,4.0,0.1,10083.0
58911,20230608021057,4.7,1001.1,89,131,13.6,0.9,10048.7
58918,20230608021057,11.2,1020.5,30,298,10.9,1.0,10314.9
58921,20230608021057,9.5,1006.2,95,85,14.7,1.2,10423.9
58926,20230608021057,27.3,1004.5,4,11,0.5,0.2,10456.1
58927,20230608021057,29.1,1017.0,34,12,0.6,0.5,10314.8
58931,20230608021057,15.0,1011.7,90,343,13.7,0.6,10348.9
58933,20230608021057,33.7,1006.7,53,171,3.4,0.3,10374.7
58936,20230608021057,20.9,1008.2,25,293,8.4,0.7,10306.2
58944,20230608021057,13.8,1010.8,21,328,3.3,0.9,10190.1
59113,20230608021057,28.4,1016.1,98,47,8.3,0.6,10198.1
59126,20230608021057,33.3,1013.6,29,121,4.8,0.8,10327.6
59133,20230608021057,6.7,1003.9,95,16,8.8,0.6,10433.0
59134,20230608021057,18.0,1003.7,19,246,4.0,1.4,10123.2
59321,20230608021057,23.1,1021.0,89,218,7.1,0.9,10123.5
52323,20230608021057,6.3,1025.5,32,232,13.1,1.5,10028.5
52418,20230608021057,5.0,1023.9,91,313,2.5,1.2,10442.1
52424,20230608021057,26.5,1025.9,32,31,0.1,0.5,10169.7
52436,20230608021057,1.6,1011.3,65,2,3.8,0.8,10358.4
52446,20230608021057,19.9,1023.4,50,98,11.4,1.2,10057.9
52447,20230608021057,28.5,1001.9,57,146,14.0,1.0,10134.5
52533,20230608021057,27.9,1000.3,22,173,13.7,0.4,10447.3
52546,20230608021057,12.8,1014.5,35,135,9.8,1.4,10252.9
52652,20230608021057,4.4,1006.5,2,350,9.4,1.0,10063.7
52661,20230608021057,28.8,1012.4,72,348,8.0,0.7,10168.4
52674,20230608021057,22.6,1023.0,80,198,1.0,0.0,10053.9
52679,20230608021057,34.7,1005.5,49,331,1.2,0.2,10038.6
52681,20230608021057,32.5,1014.4,88,81,8.9,0.0,10144.5
52787,20230608021057,18.2,1004.2,73,9,7.6,1.1,10118.8
52797,20230608021057,16.0,1022.5,97,249,9.7,0.7,10433.3
52884,20230608021057,15.9,1021.6,92,270,13.3,1.1,10201.7
52895,20230608021057,15.7,1014.0,32,158,6.1,0.6,10487.5
52983,20230608021057,21.1,1023.0,64,357,10.2,1.5,10317.1
52984,20230608021057,34.7,1008.3,96,19,5.0,0.0,10291.8
52986,20230608021057,17.5,1020.1,89,188,14.7,1.5,10145.4
52996,20230608021057,9.8,1020.4,72,328,5.1,0.6,10471.1
53821,20230608021057,6.8,1006.4,51,234,8.6,0.6,10284.2
53915,20230608021057,25.5,1022.1,42,170,8.0,0.8,10130.4
53923,20230608021057,23.0,1002.2,32,52,5.4,0.7,10367.8
56074,20230608021057,24.1,1015.5,59,68,3.1,0.5,10397.5
56080,20230608021057,30.2,1019.0,7,46,11.1,0.9,10388.0
56093,20230608021057,13.7,1002.3,16,219,2.4,0.4,10214.0
56096,20230608021057,19.5,1019.6,25,129,8.1,0.7,10379.6
57014,20230608021057,6.7,1008.5,15,252,3.5,0.8,10108.5
57996,20230608021057,21.1,1016.1,49,232,14.1,0.7,10043.7
59072,20230608021057,20.5,1022.7,11,322,3.5,1.3,10307.5
59082,20230608021057,15.9,1010.3,57,328,8.1,0.8,10199.1
59087,20230608021057,10.0,1026.4,31,311,6.9,1.2,10257.8
59088,20230608021057,17.5,1000.6,77,186,12.7,0.1,10352.3
59096,20230608021057,22.6,1018.7,77,213,9.4,1.4,10267.0
59097,20230608021057,31.6,1018.5,23,322,9.8,0.2,10474.9
59107,20230608021057,21.0,1021.9,72,356,0.3,0.2,10435.2
59116,20230608021057,12.4,1026.0,96,153,12.1,1.2,10076.3
59117,20230608021057,2.3,1023.1,90,59,3.3,0.5,10049.8
59271,20230608021057,21.2,1021.7,73,292,2.2,0.6,10294.8
59278,20230608021057,32.7,1010.8,70,284,4.2,1.2,10234.2
59280,20230608021057,25.6,1008.4,52,282,4.7,0.3,10301.3
59287,20230608021057,33.6,1015.3,20,79,2.4,1.2,10189.0
59289,20230608021057,28.0,1012.0,35,310,13.7,0.3,10308.3
59293,20230608021057,22.0,1008.5,57,302,8.4,0.1,10170.5
59294,20230608021057,21.3,1014.8,91,344,11.4,0.6,10267.6
59298,20230608021057,21.8,1016.8,6,330,6.6,1.2,10234.2
59303,20230608021057,10.9,1008.4,92,333,6.9,0.5,10094.0
59304,20230608021057,6.3,1016.2,46,148,3.8,0.5,10400.4
59306,20230608021057,31.7,1008.6,42,240,10.1,0.8,10142.4
59310,20230608021057,6.5,1015.1,23,347,11.9,0.8,10110.7
59316,20230608021057,6.3,1025.8,11,19,14.7,0.1,10109.4
59317,20230608021057,24.7,1009.3,28,257,6.3,0.0,10183.7
59324,20230608021057,13.8,1018.2,1,237,10.8,0.6,10432.9
59456,20230608021057,34.1,1020.4,3,27,5.2,0.0,10273.5
59462,20230608021057,18.6,1001.6,16,258,11.7,0.9,10105.8
59478,20230608021057,33.3,1015.5,74,203,5.8,0.8,10322.6
59485,20230608021057,26.0,1012.9,58,56,0.3,1.0,10372.5
59488,20230608021057,32.0,1026.2,32,283,7.8,0.9,10434.0
59493,20230608021057,30.7,1025.1,9,293,2.0,1.5,10154.4
59501,20230608021057,5.0,1008.7,1,273,13.2,0.1,10152.9
59658,20230608021057,12.6,1010.5,49,258,0.1,0.2,10391.5
59663,20230608021057,20.2,1014.6,49,288,12.0,1.1,10034.5
59664,20230608021057,7.9,1010.6,47,132,7.8,1.5,10317.3
59673,20230608021057,13.2,1026.0,49,279,3.3,0.4,10160.5
59754,20230608021057,0.4,1026.0,30,92,5.0,1.3,10112.8
57947,20230608021057,25.3,1002.5,27,77,0.3,1.0,10265.6
57957,20230608021057,12.1,1022.8,23,65,7.4,1.2,10491.0
57958,20230608021057,3.3,1015.7,95,264,5.8,0.6,10241.2
59021,20230608021057,16.1,1004.2,37,210,11.7,0.5,10075.7
59023,20230608021057,3.6,1021.6,7,172,3.2,0.8,10156.2
59027,20230608021057,17.1,1000.5,61,293,1.8,1.0,10443.6
59037,20230608021057,6.3,1022.9,49,267,8.4,0.2,10259.4
59046,20230608021057,25.9,1002.5,100,285,12.9,1.1,10262.0
59058,20230608021057,25.3,1023.4,75,136,5.1,0.4,10072.1
59065,20230608021057,4.2,1006.4,24,42,12.7,0.7,10257.1
59209,20230608021057,4.4,1006.1,79,170,7.7,1.0,10497.5
59211,20230608021057,17.9,1014.0,47,213,10.7,0.5,10160.9
59218,20230608021057,8.4,1025.3,91,4,13.7,0.8,10107.4
59228,20230608021057,30.9,1003.7,94,225,11.3,0.0,10427.4
59242,20230608021057,19.5,1010.0,88,168,2.6,0.1,10353.4
59254,20230608021057,20.7,1015.3,73,17,11.6,1.0,10421.6
59265,20230608021057,25.4,1009.4,14,302,14.7,1.1,10115.6
59417,20230608021057,14.1,1001.2,4,127,11.9,0.8,10419.0
59431,20230608021057,11.2,1010.7,5,315,12.4,0.0,10373.0
59446,20230608021057,15.2,1015.1,46,89,5.7,1.4,10143.8
59453,20230608021057,14.0,1007.3,50,50,5.2,0.3,10298.4
59626,20230608021057,26.3,1017.7,64,340,14.4,1.0,10033.6
59631,20230608021057,34.4,1016.7,24,158,8.6,0.0,10155.6
59632,20230608021057,33.3,1010.6,89,53,3.7,0.1,10029.0
59644,20230608021057,27.4,1009.5,2,259,9.4,0.2,10046.9
59647,20230608021057,25.5,1011.9,36,330,9.2,1.0,10202.4
56691,20230608021057,27.8,1025.4,62,162,8.6,1.2,10299.9
56693,20230608021057,19.3,1005.1,26,344,4.2,1.3,10206.7
56792,20230608021057,30.6,1009.5,25,308,10.6,0.5,10234.1
56793,20230608021057,6.9,1025.5,71,270,14.9,0.5,10098.7
57606,20230608021057,14.9,1004.7,95,320,2.6,1.5,10342.2
57614,20230608021057,5.2,1016.2,35,216,1.0,0.3,10186.0
57625,20230608021057,18.3,1025.6,72,147,12.8,1.1,10115.7
57647,20230608021057,1.0,1012.5,16,178,5.7,0.5,10207.8
57707,20230608021057,31.2,1011.2,42,192,0.0,0.0,10437.7
57710,20230608021057,11.7,1017.8,67,123,13.5,1.2,10162.6
57712,20230608021057,3.6,1006.0,53,273,9.1,0.3,10214.0
57718,20230608021057,14.8,1021.3,60,258,0.0,1.1,10399.7
57722,20230608021057,12.3,1010.0,38,127,10.5,1.5,10180.1
57729,20230608021057,24.4,1008.7,4,235,11.0,0.9,10445.3
57731,20230608021057,28.0,1001.5,11,46,9.0,0.6,10199.1
57741,20230608021057,7.4,1023.3,44,25,11.3,1.4,10349.1
57803,20230608021057,6.6,1016.9,12,34,9.2,1.3,10184.4
57805,20230608021057,34.1,1018.5,14,234,14.7,0.0,10278.8
57806,20230608021057,21.9,1001.0,21,67,11.5,0.6,10495.6
57816,20230608021057,22.5,1020.7,57,191,8.2,1.1,10166.5
57825,20230608021057,21.1,1021.4,12,232,3.5,1.1,10167.6
57827,20230608021057,13.0,1013.1,29,354,5.8,0.5,10187.0
57832,20230608021057,3.5,1016.6,23,56,5.1,0.6,10202.4
57839,20230608021057,18.9,1019.2,82,27,6.6,0.6,10435.6
57840,20230608021057,14.4,1015.4,20,238,9.5,0.6,10292.6
57902,20230608021057,30.5,1022.9,50,100,8.7,1.3,10314.4
57906,20230608021057,16.3,1015.2,68,124,8.4,0.5,10283.1
57907,20230608021057,24.4,1026.3,50,46,5.7,1.4,10280.4
57910,20230608021057,12.5,1004.5,9,287,11.2,0.7,10432.4
57912,20230608021057,12.4,1015.4,41,112,1.9,0.6,10415.3
57916,20230608021057,31.3,1018.6,93,214,9.4,0.7,10474.5
57922,20230608021057,16.7,1011.1,84,229,13.4,0.8,10144.0
57926,20230608021057,26.8,1004.7,14,240,13.9,0.9,10377.0
57932,20230608021057,10.1,1012.8,25,323,11.0,0.1,10452.8
59758,20230608021057,21.9,1006.2,13,197,12.8,1.2,10354.9
59838,20230608021057,5.2,1003.6,3,46,6.7,0.5,10022.5
59845,20230608021057,9.7,1007.5,5,257,13.7,0.5,10091.7
59849,20230608021057,5.1,1023.6,17,250,14.1,0.5,10315.7
59855,20230608021057,12.8,1019.8,53,282,11.7,0.9,10319.0
59948,20230608021057,27.2,1000.6,64,152,8.9,0.9,10037.8
