站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230605191423,8.7,1002.4,46,244,13.4,0.3,10258.0
58102,20230605191423,11.1,1008.7,41,350,13.9,1.0,10027.3
58118,20230605191423,22.8,1023.4,13,294,1.5,0.7,10044.5
58122,20230605191423,25.7,1020.0,40,88,11.7,0.6,10372.1
58203,20230605191423,7.0,1019.2,87,65,5.1,0.3,10170.5
58215,20230605191423,18.2,1003.3,24,85,6.8,0.3,10043.5
58221,20230605191423,28.2,1015.3,14,157,11.3,1.3,10495.2
58225,20230605191423,20.4,1025.9,84,243,13.5,0.6,10367.9
58236,20230605191423,21.1,1019.2,25,20,11.6,0.2,10272.1
58311,20230605191423,15.8,1010.6,29,284,5.6,1.1,10144.4
58314,20230605191423,32.2,1014.6,97,323,6.9,0.1,10443.8
58319,20230605191423,5.4,1006.5,77,204,5.5,0.3,10266.7
58321,20230605191423,16.0,1007.1,11,216,0.3,1.4,10336.4
58326,20230605191423,16.4,1020.4,88,338,4.7,1.5,10307.6
58336,20230605191423,23.2,1002.0,85,130,3.6,1.2,10173.1
58338,20230605191423,34.2,1012.6,7,100,13.6,1.1,10377.2
58414,20230605191423,26.1,1000.4,25,5,8.0,1.0,10346.2
58419,20230605191423,24.3,1008.8,12,126,7.4,0.6,10189.8
58424,20230605191423,20.2,1000.7,40,36,3.7,0.7,10105.1
58429,20230605191423,7.7,1000.4,21,50,0.7,0.2,10162.7
58436,20230605191423,7.6,1012.6,80,229,10.8,0.7,10455.2
58437,20230605191423,29.0,1021.4,58,84,11.4,1.2,10039.0
58520,20230605191423,25.7,1026.2,28,61,4.1,1.0,10377.6
58531,20230605191423,17.2,1009.8,45,285,10.4,0.4,10234.8
54406,20230605191423,18.1,1022.7,11,68,11.0,1.3,10342.6
54416,20230605191423,8.6,1021.4,25,197,3.3,1.3,10300.0
54511,20230605191423,30.8,1004.3,64,140,2.7,0.6,10386.5
58725,20230605191423,15.8,1013.0,41,168,0.5,0.4,10176.4
58730,20230605191423,17.6,1002.0,42,4,5.2,0.3,10498.0
58731,20230605191423,18.3,1025.2,82,261,3.6,0.6,10276.0
58734,20230605191423,25.9,1006.9,24,81,9.5,1.4,10492.0
58737,20230605191423,4.8,1009.6,17,243,9.1,1.2,10199.3
58744,20230605191423,17.9,1014.9,98,229,10.1,0.6,10148.1
58754,20230605191423,25.9,1010.8,18,270,3.7,1.0,10226.8
58818,20230605191423,15.7,1018.6,94,254,14.8,0.0,10445.6
58820,20230605191423,0.7,1005.4,83,289,3.7,0.6,10391.0
58834,20230605191423,22.6,1000.1,9,0,10.2,0.1,10354.8
58837,20230605191423,24.4,1026.2,75,341,9.2,1.5,10439.1
58843,20230605191423,17.1,1009.8,35,254,5.0,0.3,10043.6
58846,20230605191423,15.1,1014.5,69,95,5.2,1.0,10459.1
58847,20230605191423,10.1,1020.5,30,30,5.6,0.5,10351.4
58911,20230605191423,3.7,1004.6,44,9,14.3,0.1,10128.3
58918,20230605191423,1.7,1020.2,15,78,0.6,0.0,10005.9
58921,20230605191423,30.9,1010.0,73,298,7.7,0.5,10356.5
58926,20230605191423,19.5,1007.8,22,151,9.4,0.6,10229.1
58927,20230605191423,24.1,1002.1,97,143,13.7,0.7,10390.6
58931,20230605191423,26.3,1023.1,68,19,12.3,0.9,10251.6
58933,20230605191423,6.3,1014.8,62,199,1.3,0.6,10041.9
58936,20230605191423,3.7,1007.7,3,302,2.0,0.4,10010.5
58944,20230605191423,4.9,1000.3,88,309,7.0,0.7,10408.0
59113,20230605191423,0.3,1022.6,70,150,8.7,1.2,10230.3
59126,20230605191423,12.1,1012.9,52,92,5.2,0.0,10172.3
59133,20230605191423,1.0,1016.3,82,209,7.7,0.0,10286.9
59134,20230605191423,13.5,1011.0,78,166,14.0,0.8,10098.3
59321,20230605191423,7.5,1006.1,73,268,12.7,0.5,10247.7
52323,20230605191423,3.5,1012.4,72,118,9.8,0.6,10027.0
52418,20230605191423,14.8,1011.5,55,320,13.5,1.2,10144.8
52424,20230605191423,9.4,1020.2,14,355,13.4,1.4,10097.5
52436,20230605191423,16.9,1000.6,22,155,10.7,1.3,10370.6
52446,20230605191423,1.3,1006.1,66,111,6.7,0.4,10226.6
52447,20230605191423,12.6,1000.4,53,157,4.6,1.4,10285.5
52533,20230605191423,23.5,1025.7,72,86,6.4,0.0,10336.4
52546,20230605191423,16.0,1024.3,100,285,8.6,0.0,10367.1
52652,20230605191423,9.8,1007.2,68,292,10.3,0.8,10307.3
52661,20230605191423,0.6,1020.3,66,267,12.7,0.9,10113.3
52674,20230605191423,22.1,1015.5,47,257,12.0,0.6,10157.4
52679,20230605191423,12.8,1017.1,22,127,8.5,1.2,10354.1
52681,20230605191423,31.5,1004.9,25,27,11.1,0.3,10155.5
52787,20230605191423,26.6,1012.0,35,218,9.3,0.3,10024.0
52797,20230605191423,3.9,1011.0,34,168,14.8,0.4,10098.0
52884,20230605191423,22.6,1025.7,14,174,11.0,1.0,10249.8
52895,20230605191423,9.6,1000.6,6,239,0.0,1.3,10336.2
52983,20230605191423,19.3,1023.4,38,99,9.9,0.3,10168.2
52984,20230605191423,26.3,1020.5,95,338,4.5,1.5,10116.3
52986,20230605191423,7.3,1006.8,25,333,11.7,0.5,10235.9
52996,20230605191423,5.7,1023.3,14,243,2.9,1.1,10459.5
53821,20230605191423,9.0,1001.2,81,274,12.9,0.5,10099.1
53915,20230605191423,23.7,1011.6,43,23,1.8,0.4,10146.0
53923,20230605191423,22.0,1008.4,13,211,13.3,0.0,10478.9
56074,20230605191423,5.2,1017.0,45,298,14.8,1.4,10306.3
56080,20230605191423,0.9,1017.4,97,160,8.3,1.3,10201.8
56093,20230605191423,32.6,1017.1,80,103,13.9,0.9,10002.5
56096,20230605191423,34.0,1001.1,13,55,8.0,0.4,10374.0
57014,20230605191423,34.5,1001.7,11,164,8.7,0.7,10147.4
57996,20230605191423,22.0,1018.5,49,254,4.6,1.3,10008.7
59072,20230605191423,26.1,1010.1,29,282,2.4,1.5,10159.4
59082,20230605191423,14.3,1011.0,4,283,9.1,1.5,10001.4
59087,20230605191423,9.9,1001.3,37,317,0.5,1.5,10208.7
59088,20230605191423,33.2,1012.6,48,237,12.1,1.2,10301.8
59096,20230605191423,20.7,1003.0,18,288,12.1,0.1,10192.1
