站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230608020857,29.7,1017.6,19,238,5.9,0.0,10475.0
58102,20230608020857,24.2,1007.1,77,333,12.7,0.6,10412.2
58118,20230608020857,14.8,1013.0,8,263,11.9,0.5,10493.0
58122,20230608020857,3.9,1020.7,83,93,10.5,0.5,10494.2
58203,20230608020857,4.2,1018.3,76,76,0.7,0.9,10357.0
58215,20230608020857,33.9,1001.6,57,165,3.4,0.4,10405.7
58221,20230608020857,3.0,1020.9,89,151,6.6,0.3,10410.2
58225,20230608020857,21.0,1004.0,81,31,6.4,1.4,10308.2
58236,20230608020857,28.0,1019.7,53,311,6.3,1.2,10239.4
58311,20230608020857,35.0,1016.0,94,210,10.3,0.9,10365.7
58314,20230608020857,11.4,1016.0,66,133,11.1,1.3,10235.5
58319,20230608020857,28.9,1023.3,44,184,9.8,0.8,10305.0
58321,20230608020857,23.5,1000.5,33,353,8.8,0.0,10090.4
58326,20230608020857,29.9,1021.1,92,17,9.2,0.0,10368.6
58336,20230608020857,7.5,1025.7,95,205,2.2,1.1,10209.7
58338,20230608020857,2.8,1008.6,97,63,11.9,1.1,10488.8
58414,20230608020857,12.8,1020.0,16,273,0.6,1.1,10214.4
58419,20230608020857,29.0,1019.3,23,11,10.0,1.3,10250.9
58424,20230608020857,28.6,1025.1,96,251,13.8,0.9,10244.9
58429,20230608020857,10.1,1024.7,69,218,6.8,1.2,10414.8
58436,20230608020857,12.2,1008.5,42,97,12.3,0.8,10307.4
58437,20230608020857,25.2,1018.0,10,297,4.0,0.8,10474.2
58520,20230608020857,18.8,1024.9,57,256,0.3,0.7,10464.5
58531,20230608020857,29.7,1023.4,58,46,14.6,0.1,10368.7
54406,20230608020857,32.3,1019.1,66,94,9.8,1.0,10305.5
54416,20230608020857,23.3,1011.6,56,132,12.1,0.0,10164.4
54511,20230608020857,31.2,1022.5,58,354,10.2,0.1,10215.7
58725,20230608020857,21.9,1012.0,72,298,6.4,1.2,10272.0
58730,20230608020857,27.4,1009.0,9,229,4.6,1.0,10276.0
58731,20230608020857,7.9,1001.4,100,358,0.1,1.4,10215.2
58734,20230608020857,32.4,1002.3,1,328,7.5,0.1,10476.4
58737,20230608020857,6.3,1003.7,39,102,14.7,1.3,10257.0
58744,20230608020857,24.6,1024.9,38,248,9.4,0.2,10354.7
58754,20230608020857,23.1,1014.9,46,110,6.0,0.4,10057.6
58818,20230608020857,21.5,1005.3,80,340,12.8,1.5,10455.4
58820,20230608020857,8.3,1004.7,76,343,12.1,0.5,10266.3
58834,20230608020857,30.5,1015.1,51,315,1.5,0.8,10290.0
58837,20230608020857,3.2,1002.1,74,225,1.2,0.2,10138.3
58843,20230608020857,4.9,1005.9,57,110,6.9,1.1,10242.5
58846,20230608020857,16.7,1014.5,63,213,1.3,0.6,10196.4
58847,20230608020857,6.0,1018.5,6,237,8.4,0.0,10394.5
58911,20230608020857,19.9,1018.1,57,43,3.4,0.5,10393.8
58918,20230608020857,21.8,1005.6,17,94,1.7,0.9,10001.8
58921,20230608020857,14.4,1009.7,99,66,8.3,0.5,10277.3
58926,20230608020857,2.8,1004.8,80,304,1.0,0.5,10016.7
58927,20230608020857,30.7,1008.8,35,246,14.1,1.0,10436.7
58931,20230608020857,15.4,1018.3,82,55,12.6,0.2,10230.3
58933,20230608020857,18.3,1010.0,15,163,3.7,0.0,10043.9
58936,20230608020857,20.2,1018.0,62,320,13.0,0.0,10474.7
58944,20230608020857,21.3,1022.2,48,115,12.2,1.3,10476.6
59113,20230608020857,25.7,1025.1,95,310,0.1,0.8,10435.2
59126,20230608020857,29.9,1017.3,68,122,0.5,0.5,10002.7
59133,20230608020857,0.4,1011.2,27,27,12.3,1.5,10032.9
59134,20230608020857,16.4,1002.0,45,26,0.7,0.3,10029.0
59321,20230608020857,11.9,1017.7,20,295,0.5,1.0,10156.7
52323,20230608020857,21.9,1020.9,56,246,12.4,1.4,10051.6
52418,20230608020857,16.5,1005.0,18,5,10.3,0.8,10384.8
52424,20230608020857,32.3,1017.3,33,343,11.3,0.0,10279.2
52436,20230608020857,29.9,1013.0,69,85,9.7,0.7,10132.9
52446,20230608020857,10.8,1004.3,43,190,14.7,1.4,10407.0
52447,20230608020857,23.8,1019.7,10,32,7.8,1.1,10118.7
52533,20230608020857,11.9,1017.8,71,53,5.6,0.2,10359.8
52546,20230608020857,23.4,1007.6,83,335,0.3,1.4,10245.8
52652,20230608020857,24.1,1010.3,5,194,9.3,0.3,10139.9
52661,20230608020857,7.0,1009.7,66,234,6.9,0.3,10450.3
52674,20230608020857,0.4,1023.4,46,94,2.7,1.5,10017.7
52679,20230608020857,30.8,1026.4,97,245,10.5,1.4,10398.9
52681,20230608020857,32.8,1007.6,5,72,7.1,0.9,10485.9
52787,20230608020857,2.3,1008.5,35,37,10.7,0.0,10114.5
52797,20230608020857,22.5,1023.7,92,248,13.1,1.2,10361.5
52884,20230608020857,18.9,1001.2,63,173,3.1,0.2,10270.3
52895,20230608020857,22.1,1025.8,56,198,1.9,0.0,10196.2
52983,20230608020857,31.6,1018.3,29,187,13.3,0.3,10199.8
52984,20230608020857,29.5,1013.5,89,340,9.4,1.1,10298.6
52986,20230608020857,8.8,1024.9,16,97,2.7,0.5,10134.2
52996,20230608020857,31.3,1004.2,86,67,7.5,0.9,10370.7
53821,20230608020857,19.2,1020.1,9,229,7.6,0.0,10132.6
53915,20230608020857,30.8,1026.3,66,313,2.0,0.1,10223.1
53923,20230608020857,18.6,1022.2,75,83,5.6,1.3,10022.0
56074,20230608020857,5.3,1008.3,16,232,0.5,0.4,10090.3
56080,20230608020857,28.2,1021.8,89,301,14.6,0.4,10041.4
56093,20230608020857,6.3,1001.2,72,63,9.0,1.2,10370.0
56096,20230608020857,28.0,1006.9,11,59,3.1,0.8,10328.4
57014,20230608020857,8.4,1013.7,56,343,9.7,1.4,10301.8
57996,20230608020857,7.5,1018.0,59,24,6.8,0.6,10395.6
59072,20230608020857,1.1,1010.7,90,279,13.6,1.2,10045.4
59082,20230608020857,11.6,1018.1,60,351,9.5,0.5,10377.1
59087,20230608020857,23.8,1003.9,47,257,3.8,1.3,10064.8
59088,20230608020857,17.4,1015.1,8,49,0.3,0.1,10051.6
59096,20230608020857,25.5,1020.6,93,158,11.5,0.1,10253.9
59097,20230608020857,2.9,1009.0,54,251,4.8,1.2,10231.9
59107,20230608020857,8.1,1017.1,47,103,4.5,0.8,10381.1
59116,20230608020857,31.0,1009.5,82,331,12.3,0.1,10328.9
59117,20230608020857,19.5,1023.6,40,280,2.4,1.5,10101.8
59271,20230608020857,12.4,1012.1,21,232,1.3,0.1,10127.6
59278,20230608020857,32.3,1026.0,100,17,12.6,0.5,10331.7
59280,20230608020857,14.5,1015.4,75,201,8.6,1.1,10451.5
59287,20230608020857,8.2,1025.1,99,268,10.5,0.1,10499.2
59289,20230608020857,27.1,1019.5,84,351,13.6,0.7,10199.7
59293,20230608020857,21.3,1003.1,40,345,12.3,0.2,10224.5
59294,20230608020857,23.5,1012.7,9,126,2.8,0.6,10226.6
59298,20230608020857,33.1,1023.1,74,339,3.8,0.7,10043.3
59303,20230608020857,15.6,1025.5,61,166,8.0,1.5,10081.8
59304,20230608020857,20.8,1018.2,66,349,8.3,0.8,10210.2
59306,20230608020857,21.9,1013.9,63,229,3.6,1.4,10017.0
59310,20230608020857,13.2,1007.6,77,254,14.7,0.1,10061.1
59316,20230608020857,15.8,1015.2,33,312,8.2,1.2,10131.1
59317,20230608020857,30.4,1001.9,61,152,4.2,0.9,10219.3
59324,20230608020857,26.1,1001.9,89,256,13.5,0.6,10096.3
59456,20230608020857,1.2,1007.2,86,70,7.8,0.5,10394.8
59462,20230608020857,17.8,1020.9,90,73,3.8,0.6,10309.9
59478,20230608020857,5.2,1005.6,10,86,5.6,1.3,10039.7
59485,20230608020857,30.0,1018.4,73,57,3.3,0.8,10269.6
59488,20230608020857,10.8,1002.3,16,181,3.7,0.8,10348.4
59493,20230608020857,11.4,1021.9,9,146,7.8,1.4,10251.5
59501,20230608020857,11.1,1017.2,10,289,13.8,0.6,10429.8
59658,20230608020857,9.3,1014.0,47,148,8.9,1.0,10360.8
59663,20230608020857,7.5,1011.1,44,154,9.6,1.4,10444.0
59664,20230608020857,31.3,1010.6,72,353,7.7,1.2,10061.0
59673,20230608020857,25.2,1002.2,12,84,5.4,0.4,10044.4
59754,20230608020857,9.7,1003.6,95,153,8.1,0.4,10260.5
57947,20230608020857,16.8,1018.3,20,126,9.4,0.3,10268.7
57957,20230608020857,21.2,1000.8,80,345,3.6,0.3,10208.2
57958,20230608020857,5.0,1008.0,79,231,11.9,1.3,10144.1
59021,20230608020857,33.6,1012.2,66,19,5.3,0.7,10492.4
59023,20230608020857,21.3,1019.9,55,318,6.9,0.5,10076.3
