站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230608020957,9.0,1009.6,69,123,5.6,1.5,10049.3
58102,20230608020957,14.6,1016.6,6,339,5.8,0.4,10280.1
58118,20230608020957,7.5,1022.3,47,63,9.7,0.2,10275.7
58122,20230608020957,12.2,1024.4,81,145,9.6,0.0,10095.5
58203,20230608020957,31.0,1014.5,18,346,0.4,0.5,10484.2
58215,20230608020957,9.3,1003.3,77,86,6.5,0.5,10214.8
58221,20230608020957,32.5,1010.5,86,130,6.6,1.1,10320.6
58225,20230608020957,30.4,1011.9,31,118,7.5,0.6,10498.0
58236,20230608020957,34.2,1002.6,30,58,0.6,1.4,10054.4
58311,20230608020957,33.8,1019.5,20,24,4.6,0.7,10290.4
58314,20230608020957,9.3,1013.4,90,308,10.6,0.6,10175.6
58319,20230608020957,10.0,1017.2,56,177,9.6,0.1,10259.3
58321,20230608020957,17.7,1005.7,11,184,13.3,0.3,10465.0
58326,20230608020957,31.8,1022.9,93,96,2.7,0.3,10148.6
58336,20230608020957,28.6,1005.8,5,206,3.9,0.1,10025.9
58338,20230608020957,29.0,1021.6,5,190,2.8,0.7,10482.3
58414,20230608020957,5.6,1001.2,16,287,14.6,1.4,10115.2
58419,20230608020957,15.8,1010.4,27,96,6.1,0.2,10388.8
58424,20230608020957,30.7,1019.6,14,213,4.2,0.1,10092.4
58429,20230608020957,22.8,1017.2,26,309,13.3,0.5,10062.4
58436,20230608020957,4.2,1005.7,61,359,14.1,0.3,10167.8
58437,20230608020957,18.9,1018.0,31,140,2.5,0.0,10296.3
58520,20230608020957,28.5,1008.9,81,158,11.0,1.4,10184.2
58531,20230608020957,32.7,1006.3,95,16,7.8,0.3,10441.8
54406,20230608020957,24.2,1005.7,70,357,9.4,0.5,10036.5
54416,20230608020957,0.5,1000.4,56,336,11.4,0.9,10173.7
54511,20230608020957,21.5,1013.2,97,291,7.6,1.2,10270.5
58725,20230608020957,33.5,1013.0,53,293,13.6,1.0,10405.0
58730,20230608020957,12.4,1017.2,100,87,1.9,0.4,10186.4
58731,20230608020957,16.3,1016.5,26,4,1.1,1.2,10480.1
58734,20230608020957,16.7,1024.9,29,219,11.6,0.8,10178.0
58737,20230608020957,18.2,1016.2,13,184,2.3,0.4,10445.8
58744,20230608020957,25.6,1021.5,60,245,3.4,1.4,10062.7
58754,20230608020957,10.6,1023.1,14,332,2.8,1.0,10379.0
58818,20230608020957,21.0,1026.0,61,277,9.1,1.2,10416.3
58820,20230608020957,22.6,1021.9,91,84,11.6,0.6,10179.3
58834,20230608020957,11.6,1012.8,19,192,8.8,1.3,10381.9
58837,20230608020957,28.4,1002.7,87,280,11.5,0.3,10208.8
58843,20230608020957,12.3,1025.2,33,25,0.9,0.8,10431.6
58846,20230608020957,30.8,1000.2,43,343,4.6,0.5,10050.4
58847,20230608020957,17.3,1001.9,61,8,6.2,0.2,10112.3
58911,20230608020957,27.1,1018.7,43,295,9.6,0.0,10344.7
58918,20230608020957,34.7,1017.2,61,18,1.6,0.8,10095.2
58921,20230608020957,14.0,1003.7,99,169,11.9,0.0,10296.5
58926,20230608020957,20.6,1022.0,66,215,1.5,0.5,10039.1
58927,20230608020957,3.9,1019.4,57,32,6.3,1.5,10256.3
58931,20230608020957,19.6,1003.9,67,282,0.9,0.2,10158.2
58933,20230608020957,27.5,1016.8,76,335,11.2,0.9,10496.0
58936,20230608020957,25.5,1008.8,82,351,9.5,0.6,10184.4
58944,20230608020957,33.0,1006.4,83,352,12.8,0.6,10172.2
59113,20230608020957,18.6,1016.6,36,13,2.3,1.3,10293.6
59126,20230608020957,29.0,1011.5,60,259,5.5,1.1,10445.6
59133,20230608020957,13.7,1000.2,4,120,13.2,1.2,10249.1
59134,20230608020957,29.1,1022.5,91,270,10.9,1.2,10152.5
59321,20230608020957,27.1,1003.8,59,142,5.6,0.5,10226.8
52323,20230608020957,31.6,1023.7,64,21,2.9,0.7,10435.6
52418,20230608020957,8.2,1000.5,40,93,7.4,1.4,10102.9
52424,20230608020957,13.2,1013.1,58,315,11.6,1.2,10214.6
52436,20230608020957,11.7,1016.0,13,64,3.5,1.4,10077.6
52446,20230608020957,35.0,1026.3,35,81,11.5,1.4,10088.1
52447,20230608020957,10.9,1013.3,9,272,8.3,1.1,10024.8
52533,20230608020957,16.7,1011.9,91,146,2.5,0.0,10201.9
52546,20230608020957,5.7,1006.6,32,336,1.8,1.5,10122.3
52652,20230608020957,7.5,1007.5,79,108,8.3,0.9,10080.8
52661,20230608020957,19.9,1024.8,57,146,3.8,0.4,10396.7
52674,20230608020957,22.1,1021.1,16,352,6.0,0.2,10456.5
52679,20230608020957,13.9,1013.6,5,338,10.4,1.5,10494.6
52681,20230608020957,33.3,1025.5,79,138,4.6,0.0,10114.1
52787,20230608020957,13.8,1014.3,1,230,3.8,0.8,10117.2
52797,20230608020957,10.6,1007.5,60,39,14.3,1.0,10392.9
52884,20230608020957,19.4,1013.9,36,70,9.2,1.1,10077.7
52895,20230608020957,6.2,1008.2,15,63,5.7,1.2,10248.2
52983,20230608020957,5.2,1016.5,33,315,7.4,0.4,10313.4
52984,20230608020957,14.5,1022.2,94,331,6.7,0.4,10324.1
52986,20230608020957,8.2,1010.9,75,157,11.5,0.5,10094.1
52996,20230608020957,22.6,1009.1,28,126,2.8,0.5,10283.8
53821,20230608020957,21.4,1022.0,36,211,13.6,1.5,10062.5
53915,20230608020957,24.4,1012.1,44,74,9.3,0.8,10029.2
53923,20230608020957,29.7,1000.6,9,55,2.2,0.2,10065.7
56074,20230608020957,30.9,1023.9,53,209,4.5,1.2,10423.9
56080,20230608020957,5.6,1006.8,38,90,0.9,0.4,10343.9
56093,20230608020957,17.9,1012.1,80,189,4.2,1.0,10023.1
56096,20230608020957,9.8,1022.1,54,303,0.4,1.3,10417.8
57014,20230608020957,12.5,1025.2,76,27,4.1,1.2,10017.1
57996,20230608020957,30.6,1008.5,26,45,13.5,1.0,10499.9
59072,20230608020957,17.8,1005.9,30,213,8.0,0.9,10397.9
59082,20230608020957,16.3,1017.3,43,63,4.4,1.5,10112.5
59087,20230608020957,13.8,1000.0,97,306,10.7,0.8,10311.8
59088,20230608020957,5.1,1014.7,64,211,11.4,0.8,10284.3
59096,20230608020957,9.0,1010.2,86,258,14.1,1.4,10384.7
59097,20230608020957,0.7,1014.7,99,269,1.1,0.4,10189.3
59107,20230608020957,28.1,1024.2,83,96,14.7,0.6,10490.3
59116,20230608020957,31.5,1004.9,81,357,10.6,1.1,10169.2
59117,20230608020957,14.6,1009.6,59,244,13.6,0.3,10042.7
59271,20230608020957,0.2,1002.9,66,243,3.7,0.7,10221.3
59278,20230608020957,23.2,1008.0,17,117,9.4,1.4,10430.3
59280,20230608020957,27.5,1019.6,1,240,3.5,0.8,10055.6
59287,20230608020957,22.4,1003.9,11,316,5.7,0.0,10218.0
59289,20230608020957,8.9,1019.8,15,245,12.5,0.4,10135.8
59293,20230608020957,16.9,1004.5,82,194,0.3,1.3,10192.2
59294,20230608020957,19.1,1025.5,90,323,3.1,1.3,10072.9
59298,20230608020957,8.5,1019.1,5,282,9.7,0.7,10097.7
59303,20230608020957,6.0,1023.2,72,302,5.3,0.6,10441.1
59304,20230608020957,11.8,1007.3,57,62,6.5,1.3,10344.9
59306,20230608020957,9.9,1007.3,32,210,14.0,1.2,10238.4
59310,20230608020957,3.7,1022.6,61,132,8.3,0.0,10309.4
59316,20230608020957,33.1,1008.8,38,49,7.3,1.3,10439.9
59317,20230608020957,14.4,1003.2,20,26,6.7,1.5,10447.5
59324,20230608020957,33.0,1018.1,9,223,0.7,1.5,10271.3
59456,20230608020957,16.2,1005.2,39,333,7.3,0.6,10449.8
59462,20230608020957,11.5,1015.9,24,141,5.0,1.3,10435.4
59478,20230608020957,6.9,1024.7,75,31,12.1,1.0,10464.4
59485,20230608020957,7.7,1014.1,58,252,14.0,0.1,10441.2
59488,20230608020957,10.8,1007.3,53,106,7.2,0.2,10193.4
59493,20230608020957,22.2,1008.5,89,38,5.7,0.8,10077.3
59501,20230608020957,31.8,1015.2,83,162,0.1,0.8,10386.5
59658,20230608020957,8.0,1007.4,43,182,2.8,1.1,10324.9
59663,20230608020957,34.8,1007.0,15,15,7.8,1.0,10145.7
59664,20230608020957,20.6,1007.6,86,3,0.1,0.9,10295.1
59673,20230608020957,7.7,1015.9,62,89,1.6,1.5,10284.4
59754,20230608020957,28.1,1000.3,89,161,5.8,1.4,10368.8
57947,20230608020957,21.2,1000.8,43,216,5.3,0.8,10172.3
57957,20230608020957,7.9,1011.9,37,267,3.5,0.9,10117.9
57958,20230608020957,33.2,1012.4,52,281,3.8,1.2,10011.6
59021,20230608020957,18.8,1007.1,27,296,11.7,0.3,10214.4
59023,20230608020957,8.9,1007.2,74,283,3.1,0.3,10365.6
59027,20230608020957,27.3,1020.3,95,298,9.8,0.2,10384.5
59037,20230608020957,23.9,1017.1,48,274,10.5,1.1,10421.6
59046,20230608020957,10.2,1019.7,100,182,12.9,1.3,10396.3
59058,20230608020957,33.6,1002.9,50,83,4.2,1.0,10260.5
59065,20230608020957,4.6,1006.0,62,29,11.3,0.3,10126.1
59209,20230608020957,2.9,1004.7,86,269,4.3,0.1,10077.5
59211,20230608020957,7.6,1020.1,4,276,10.3,1.0,10336.2
59218,20230608020957,34.7,1009.2,30,132,7.8,0.2,10330.0
59228,20230608020957,24.9,1000.0,46,95,4.7,0.6,10114.2
59242,20230608020957,13.1,1025.3,86,116,0.1,0.2,10325.7
59254,20230608020957,17.6,1013.7,5,305,9.5,1.2,10224.0
59265,20230608020957,13.1,1009.9,92,145,9.8,0.9,10407.9
59417,20230608020957,4.2,1002.3,26,57,1.0,1.1,10215.7
59431,20230608020957,31.2,1022.1,51,120,14.5,0.3,10024.3
