站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230604135714,16.7,1022.8,4,184,8.3,0.2,10367.1
58102,20230604135714,8.8,1004.2,34,325,3.7,1.0,10416.5
58118,20230604135714,31.4,1014.7,89,174,0.9,0.3,10192.7
58122,20230604135714,19.1,1002.6,87,290,7.9,0.8,10133.3
58203,20230604135714,31.2,1016.5,7,110,9.0,0.5,10096.1
58215,20230604135714,17.6,1017.3,94,289,12.6,0.6,10067.0
58221,20230604135714,23.3,1004.8,96,268,11.7,1.5,10159.8
58225,20230604135714,32.2,1000.2,83,70,9.5,0.8,10094.5
58236,20230604135714,6.4,1025.0,54,86,0.2,1.1,10330.5
58311,20230604135714,25.7,1018.7,36,198,1.5,0.4,10144.4
58314,20230604135714,18.4,1001.1,27,280,1.9,0.1,10225.5
58319,20230604135714,23.6,1023.9,96,196,7.9,0.9,10133.7
58321,20230604135714,21.3,1016.9,7,131,4.9,1.1,10461.9
58326,20230604135714,34.2,1016.2,28,255,9.4,1.0,10094.5
58336,20230604135714,23.6,1023.5,94,347,0.6,1.1,10105.9
58338,20230604135714,11.2,1019.1,9,4,14.7,0.7,10214.7
58414,20230604135714,31.9,1021.2,39,191,13.1,1.2,10242.2
58419,20230604135714,22.3,1019.7,13,275,12.9,0.3,10125.3
58424,20230604135714,18.5,1014.4,97,249,4.9,0.5,10270.8
58429,20230604135714,21.7,1006.0,16,12,10.3,0.7,10026.6
58436,20230604135714,33.8,1003.6,30,27,6.0,0.4,10494.4
58437,20230604135714,11.7,1012.9,86,25,2.4,0.1,10376.2
58520,20230604135714,6.7,1015.9,44,1,14.3,1.5,10320.9
58531,20230604135714,31.8,1009.5,19,119,9.0,0.5,10442.2
54406,20230604135714,33.0,1013.9,81,317,3.7,0.6,10150.0
54416,20230604135714,3.5,1015.7,8,33,9.8,0.8,10214.7
54511,20230604135714,23.6,1025.1,32,88,3.0,1.4,10006.9
58725,20230604135714,8.6,1018.3,84,177,4.3,0.1,10054.3
58730,20230604135714,18.3,1017.3,53,72,9.7,0.8,10256.2
58731,20230604135714,22.3,1021.3,58,337,8.0,0.0,10454.0
58734,20230604135714,28.7,1014.0,50,53,5.4,0.5,10260.4
58737,20230604135714,11.1,1004.7,95,250,2.3,0.9,10257.3
