站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230527115142,18.7,1000.2,32,149,13.3,1.5,10062.9
58102,20230527115142,5.7,1015.8,4,45,12.5,0.3,10439.5
58118,20230527115142,13.4,1014.7,42,17,1.0,1.0,10072.0
58122,20230527115142,31.4,1016.4,64,188,9.4,0.2,10361.2
58203,20230527115142,16.0,1007.9,14,131,0.8,1.2,10076.1
58215,20230527115142,6.3,1010.1,72,20,1.1,1.4,10074.6
58221,20230527115142,17.6,1021.9,59,194,10.4,0.7,10174.1
58225,20230527115142,15.1,1014.4,84,211,6.8,1.4,10138.9
58236,20230527115142,28.9,1022.4,12,36,11.0,0.0,10459.0
58311,20230527115142,31.9,1019.7,33,191,4.6,0.7,10119.5
58314,20230527115142,29.7,1021.1,18,6,3.3,1.5,10165.8
58319,20230527115142,15.5,1002.6,64,243,9.0,0.2,10169.0
58321,20230527115142,15.1,1004.9,74,125,10.0,1.2,10080.1
58326,20230527115142,21.1,1006.0,54,80,13.9,0.1,10466.4
58336,20230527115142,31.4,1004.9,8,243,12.7,0.0,10234.1
58338,20230527115142,24.1,1001.3,14,117,13.4,1.2,10404.5
58414,20230527115142,12.1,1021.9,87,38,2.0,0.3,10351.5
58419,20230527115142,17.7,1016.0,2,262,11.5,1.4,10132.1
58424,20230527115142,26.9,1009.8,10,312,3.9,0.8,10052.9
58429,20230527115142,8.8,1012.2,29,177,9.8,1.3,10334.0
58436,20230527115142,8.5,1015.4,32,141,9.3,1.3,10270.5
58437,20230527115142,21.8,1023.6,68,195,3.3,1.2,10314.9
58520,20230527115142,25.7,1010.9,84,4,1.9,0.4,10467.0
58531,20230527115142,13.6,1016.6,36,44,10.3,0.3,10438.6
54406,20230527115142,22.6,1024.1,81,148,7.5,1.1,10270.4
54416,20230527115142,11.8,1002.5,2,325,11.3,1.2,10333.4
54511,20230527115142,22.4,1010.3,90,128,6.2,0.0,10095.8
58725,20230527115142,33.0,1018.9,54,131,13.0,0.9,10283.3
58730,20230527115142,34.2,1025.9,70,29,11.1,0.1,10427.2
58731,20230527115142,3.1,1020.4,79,159,9.4,0.7,10223.9
58734,20230527115142,11.9,1007.4,66,8,13.7,1.4,10450.2
58737,20230527115142,1.0,1003.6,63,32,0.2,0.7,10180.7
58744,20230527115142,22.2,1015.4,92,229,1.1,0.0,10468.4
58754,20230527115142,6.5,1013.3,40,240,2.7,1.4,10479.2
58818,20230527115142,13.7,1022.9,17,103,9.9,0.9,10449.3
58820,20230527115142,31.4,1012.1,2,98,12.4,0.7,10327.5
58834,20230527115142,14.7,1016.5,99,160,13.7,0.1,10166.2
58837,20230527115142,28.7,1020.1,93,262,6.4,0.4,10140.9
58843,20230527115142,20.2,1004.2,7,24,5.1,0.2,10015.6
