站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230527115140,30.2,1010.6,13,293,13.9,0.7,10250.3
58102,20230527115140,10.0,1004.7,21,134,0.5,1.3,10422.5
58118,20230527115140,23.2,1019.2,78,299,0.3,0.0,10405.1
58122,20230527115140,20.9,1011.5,75,160,0.9,0.5,10248.1
58203,20230527115140,25.3,1015.1,61,96,1.2,1.2,10273.2
58215,20230527115140,17.9,1014.6,23,216,11.5,1.4,10344.1
58221,20230527115140,5.8,1004.6,61,290,4.5,0.2,10464.0
58225,20230527115140,7.6,1008.9,41,123,11.9,1.4,10168.5
58236,20230527115140,9.7,1019.4,16,294,10.0,0.7,10279.4
58311,20230527115140,0.2,1021.4,73,218,8.7,0.2,10055.5
58314,20230527115140,23.0,1026.0,10,234,14.1,0.5,10327.6
58319,20230527115140,11.3,1017.9,99,18,0.6,1.4,10140.8
58321,20230527115140,33.2,1015.4,69,238,4.6,1.1,10241.9
58326,20230527115140,34.4,1025.0,16,311,6.2,1.5,10129.1
58336,20230527115140,0.2,1013.2,8,194,12.7,1.2,10209.0
58338,20230527115140,21.8,1011.3,18,311,14.7,1.1,10332.3
58414,20230527115140,3.6,1023.7,35,151,1.3,0.7,10378.9
58419,20230527115140,11.9,1018.5,7,356,5.3,0.5,10143.9
58424,20230527115140,24.1,1006.7,49,144,10.1,0.7,10238.3
58429,20230527115140,25.6,1010.9,52,202,6.2,0.8,10309.1
58436,20230527115140,10.2,1025.5,16,227,9.4,1.0,10445.0
58437,20230527115140,31.8,1006.7,92,167,4.7,0.1,10370.0
58520,20230527115140,16.6,1005.2,43,155,13.6,0.2,10452.5
58531,20230527115140,13.5,1005.2,4,157,7.6,0.6,10306.3
54406,20230527115140,7.6,1025.5,87,331,11.0,1.3,10251.2
54416,20230527115140,8.8,1010.3,21,305,11.0,0.8,10416.5
54511,20230527115140,32.6,1014.3,9,220,8.6,1.0,10294.4
58725,20230527115140,13.0,1010.2,61,122,14.9,1.1,10034.6
58730,20230527115140,24.9,1004.4,52,17,9.4,0.1,10076.8
58731,20230527115140,22.4,1024.1,92,274,14.4,1.1,10328.2
58734,20230527115140,1.0,1010.7,64,75,14.3,1.5,10298.9
58737,20230527115140,27.8,1007.1,4,255,12.3,1.1,10241.4
58744,20230527115140,21.2,1008.8,2,99,5.0,0.8,10293.0
58754,20230527115140,18.7,1017.2,37,123,3.5,1.1,10157.1
58818,20230527115140,29.4,1019.6,1,358,7.0,1.2,10119.0
58820,20230527115140,24.7,1011.7,82,156,11.3,0.0,10477.1
58834,20230527115140,20.7,1015.5,22,282,13.0,1.4,10044.1
58837,20230527115140,13.5,1024.7,30,107,7.1,0.2,10246.6
58843,20230527115140,5.8,1024.5,5,89,8.8,1.2,10129.7
58846,20230527115140,4.6,1005.2,34,86,11.0,1.0,10112.3
58847,20230527115140,1.1,1001.3,28,174,10.5,0.4,10345.9
58911,20230527115140,10.6,1015.5,91,348,5.4,0.7,10433.5
58918,20230527115140,3.2,1008.2,30,133,3.5,0.1,10324.4
58921,20230527115140,24.1,1023.7,3,26,1.4,0.8,10322.7
58926,20230527115140,13.1,1024.2,41,332,10.7,0.3,10138.9
58927,20230527115140,23.6,1010.9,47,350,9.6,0.8,10407.0
58931,20230527115140,0.3,1025.8,66,87,14.7,1.4,10435.2
58933,20230527115140,10.5,1000.4,88,140,12.6,0.9,10258.1
58936,20230527115140,19.8,1006.2,12,159,3.2,0.3,10448.5
58944,20230527115140,12.7,1011.0,94,254,14.2,0.7,10185.5
59113,20230527115140,19.9,1000.8,23,21,13.8,1.5,10301.6
59126,20230527115140,7.6,1022.2,34,2,7.1,0.4,10317.0
59133,20230527115140,17.4,1013.8,81,112,4.3,0.4,10273.5
59134,20230527115140,1.8,1013.7,87,116,2.0,1.5,10052.6
59321,20230527115140,25.2,1000.2,75,332,10.2,0.4,10244.8
52323,20230527115140,4.0,1019.9,67,0,2.7,1.5,10014.7
52418,20230527115140,18.3,1015.5,89,250,13.8,1.2,10049.5
52424,20230527115140,23.9,1012.1,58,210,1.4,1.1,10366.3
