站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230527115145,10.4,1004.9,14,216,5.1,0.3,10312.5
58102,20230527115145,10.0,1026.4,12,306,8.1,0.6,10379.0
58118,20230527115145,30.8,1012.1,68,240,10.4,0.5,10328.8
58122,20230527115145,5.0,1014.3,14,178,10.5,0.5,10190.7
58203,20230527115145,8.7,1007.8,1,200,1.5,1.0,10299.7
58215,20230527115145,21.0,1022.4,4,166,5.4,1.4,10194.0
58221,20230527115145,15.4,1010.7,4,2,5.3,1.4,10483.8
58225,20230527115145,7.6,1018.8,48,126,3.9,1.2,10058.4
58236,20230527115145,7.8,1025.8,94,280,5.4,0.6,10309.2
58311,20230527115145,32.7,1015.2,42,247,13.1,0.9,10429.5
58314,20230527115145,28.8,1009.0,38,245,14.2,1.2,10044.2
58319,20230527115145,34.5,1006.9,2,142,14.8,0.8,10415.1
58321,20230527115145,16.1,1002.8,78,75,14.3,1.0,10359.0
58326,20230527115145,10.2,1018.0,21,310,13.2,1.4,10288.8
58336,20230527115145,13.8,1005.3,43,291,2.8,0.8,10475.2
58338,20230527115145,21.3,1020.7,68,178,8.7,0.0,10274.5
58414,20230527115145,21.2,1010.1,94,308,7.4,0.2,10340.7
58419,20230527115145,28.5,1008.5,11,9,11.5,1.5,10048.0
58424,20230527115145,30.0,1022.9,50,204,11.2,0.8,10375.4
58429,20230527115145,11.6,1007.4,49,93,14.6,1.5,10284.3
58436,20230527115145,16.2,1021.9,6,264,10.0,1.4,10059.9
58437,20230527115145,13.1,1011.1,68,279,11.8,0.6,10023.8
58520,20230527115145,11.4,1006.8,13,225,11.2,1.4,10206.8
58531,20230527115145,30.8,1004.1,22,296,8.0,0.5,10222.3
54406,20230527115145,26.3,1019.6,63,174,7.0,1.5,10201.0
54416,20230527115145,11.5,1009.0,92,82,8.8,0.6,10166.3
54511,20230527115145,31.5,1014.8,22,304,5.3,1.0,10338.0
58725,20230527115145,14.5,1004.8,36,73,5.6,0.4,10465.4
58730,20230527115145,20.5,1005.2,41,54,6.3,0.6,10042.0
58731,20230527115145,8.3,1007.1,20,79,13.8,1.4,10371.9
58734,20230527115145,3.8,1016.2,15,117,1.1,1.1,10194.8
58737,20230527115145,1.7,1004.3,16,334,7.3,1.4,10368.3
58744,20230527115145,27.6,1019.6,90,47,3.3,0.9,10053.7
58754,20230527115145,18.1,1003.3,63,154,10.6,0.5,10265.1
58818,20230527115145,15.2,1008.5,7,224,6.8,0.4,10087.5
58820,20230527115145,17.9,1000.0,96,187,8.5,0.2,10321.0
58834,20230527115145,10.9,1000.2,14,302,2.0,0.2,10494.9
58837,20230527115145,6.6,1007.4,45,13,1.9,0.6,10299.4
58843,20230527115145,20.4,1004.5,34,183,8.5,0.4,10439.4
58846,20230527115145,5.2,1009.9,61,96,12.6,1.5,10125.6
58847,20230527115145,23.4,1012.4,70,145,3.1,1.4,10382.0
58911,20230527115145,15.3,1021.0,30,336,7.1,0.9,10219.3
58918,20230527115145,7.5,1016.9,3,88,2.6,1.5,10019.3
58921,20230527115145,31.9,1008.7,91,219,14.4,0.3,10008.4
58926,20230527115145,21.0,1005.3,40,354,3.0,1.3,10172.0
58927,20230527115145,22.0,1025.3,80,345,7.8,0.0,10163.0
58931,20230527115145,24.9,1020.6,36,82,12.2,0.5,10041.0
58933,20230527115145,17.5,1008.0,55,161,10.4,0.8,10476.6
58936,20230527115145,3.2,1019.5,37,9,0.6,0.7,10000.9
58944,20230527115145,30.7,1020.8,16,239,8.2,0.2,10222.9
59113,20230527115145,26.3,1023.3,91,54,4.6,0.9,10172.1
59126,20230527115145,27.0,1008.2,71,76,4.4,1.2,10376.4
59133,20230527115145,28.9,1007.9,11,97,1.6,1.0,10280.3
59134,20230527115145,7.7,1007.6,22,312,11.6,0.4,10334.6
59321,20230527115145,23.1,1019.9,81,43,4.5,0.2,10114.7
52323,20230527115145,4.0,1000.7,38,12,12.1,0.3,10277.9
52418,20230527115145,10.2,1022.2,11,283,0.1,0.9,10374.0
52424,20230527115145,13.8,1022.9,79,324,14.7,1.2,10029.2
52436,20230527115145,34.5,1019.5,73,34,2.5,0.5,10090.2
52446,20230527115145,31.1,1026.4,7,333,3.3,1.5,10351.6
52447,20230527115145,11.8,1003.1,7,101,8.3,0.0,10251.2
52533,20230527115145,12.7,1010.9,98,317,11.1,1.2,10374.4
52546,20230527115145,1.3,1011.3,63,86,11.8,0.2,10241.3
52652,20230527115145,2.4,1014.1,71,279,7.3,0.5,10407.2
52661,20230527115145,16.3,1016.0,11,201,12.3,0.0,10424.7
52674,20230527115145,5.4,1017.2,20,26,2.6,1.3,10301.4
52679,20230527115145,15.5,1025.7,58,50,7.7,0.7,10204.1
52681,20230527115145,23.5,1005.1,18,233,9.9,0.0,10253.4
52787,20230527115145,2.2,1024.2,98,339,8.9,0.4,10194.5
52797,20230527115145,23.1,1010.8,75,51,6.5,1.0,10252.9
52884,20230527115145,2.7,1022.5,23,63,1.2,1.5,10068.9
52895,20230527115145,0.3,1021.1,11,58,0.9,0.3,10268.3
52983,20230527115145,12.6,1020.4,49,131,8.6,0.9,10125.4
52984,20230527115145,3.8,1014.7,55,51,8.8,1.2,10072.0
52986,20230527115145,34.6,1005.6,33,319,4.3,1.0,10312.3
52996,20230527115145,23.6,1003.6,69,158,8.9,1.0,10018.5
53821,20230527115145,34.7,1016.2,73,228,3.1,0.8,10062.7
53915,20230527115145,34.4,1026.3,54,308,7.7,0.7,10371.6
53923,20230527115145,29.4,1012.0,54,281,6.8,1.0,10347.5
56074,20230527115145,15.5,1026.2,8,301,7.8,0.0,10325.4
56080,20230527115145,18.0,1016.3,62,129,12.2,0.9,10108.1
56093,20230527115145,30.7,1019.6,22,316,7.6,1.1,10362.7
56096,20230527115145,30.9,1002.1,16,341,2.6,1.2,10082.7
57014,20230527115145,32.7,1016.1,67,41,4.9,1.4,10056.5
57996,20230527115145,6.2,1007.9,59,9,11.4,1.5,10359.2
59072,20230527115145,29.4,1021.2,49,203,1.5,1.4,10331.8
59082,20230527115145,10.4,1000.2,96,258,8.5,1.4,10067.7
59087,20230527115145,32.3,1001.2,14,11,13.9,0.4,10296.9
59088,20230527115145,12.6,1025.3,11,141,11.4,1.3,10055.9
59096,20230527115145,30.9,1019.5,94,97,4.9,0.9,10359.1
59097,20230527115145,20.6,1021.5,80,319,6.4,0.2,10314.9
59107,20230527115145,10.8,1004.8,30,134,12.3,1.5,10198.1
59116,20230527115145,31.7,1000.7,2,344,8.7,0.7,10022.5
59117,20230527115145,29.7,1005.0,1,181,7.3,0.5,10089.7
59271,20230527115145,26.7,1008.1,60,231,10.2,1.5,10118.4
59278,20230527115145,32.2,1006.7,13,106,5.8,0.2,10397.3
59280,20230527115145,31.4,1015.2,58,217,1.6,1.4,10367.3
59287,20230527115145,32.0,1014.2,31,86,0.4,1.0,10282.1
59289,20230527115145,31.5,1013.5,39,34,1.2,1.4,10319.1
59293,20230527115145,4.9,1007.6,52,2,1.0,0.8,10299.9
59294,20230527115145,28.1,1022.1,34,53,4.5,1.5,10220.2
59298,20230527115145,14.8,1020.8,4,216,7.5,0.6,10076.8
59303,20230527115145,21.9,1014.1,14,201,14.4,0.4,10483.2
59304,20230527115145,32.7,1010.7,17,194,4.5,0.4,10492.4
59306,20230527115145,28.0,1005.2,10,326,3.8,0.7,10283.3
59310,20230527115145,17.7,1010.3,31,8,4.3,0.9,10261.8
59316,20230527115145,12.3,1009.1,91,333,14.0,1.5,10002.2
59317,20230527115145,33.2,1009.4,35,342,1.3,1.4,10128.9
59324,20230527115145,23.5,1021.3,25,226,5.2,0.6,10315.3
59456,20230527115145,18.4,1016.6,24,37,2.1,1.3,10013.2
59462,20230527115145,8.2,1010.6,42,77,6.4,1.1,10045.5
59478,20230527115145,21.1,1001.9,10,262,14.8,1.1,10379.1
59485,20230527115145,27.3,1003.0,53,272,11.6,0.1,10475.8
59488,20230527115145,26.7,1024.0,83,191,9.6,0.6,10374.5
59493,20230527115145,29.8,1007.6,67,45,10.4,0.7,10076.8
59501,20230527115145,10.1,1015.3,66,319,13.2,1.4,10425.1
59658,20230527115145,24.2,1019.4,59,216,6.5,0.7,10025.2
59663,20230527115145,2.3,1003.7,60,281,10.7,1.4,10083.9
59664,20230527115145,34.2,1002.0,6,154,6.3,0.7,10411.5
59673,20230527115145,11.2,1026.4,35,283,12.7,0.0,10253.1
59754,20230527115145,5.8,1020.1,45,164,4.6,1.1,10235.4
57947,20230527115145,2.2,1011.8,62,306,11.0,0.9,10391.4
57957,20230527115145,28.1,1012.7,65,164,1.9,0.9,10276.1
57958,20230527115145,3.5,1023.1,62,84,3.0,0.0,10442.6
59021,20230527115145,5.3,1013.0,71,199,2.6,1.0,10442.2
59023,20230527115145,4.3,1004.6,57,137,3.9,1.3,10245.3
59027,20230527115145,16.2,1006.2,84,290,0.9,1.1,10177.8
59037,20230527115145,2.2,1002.0,49,155,6.8,1.0,10027.2
59046,20230527115145,2.9,1017.5,20,98,6.0,0.9,10202.9
59058,20230527115145,0.9,1021.7,94,143,7.9,0.5,10010.3
59065,20230527115145,30.5,1004.4,37,162,1.1,1.1,10468.9
59209,20230527115145,27.1,1014.5,92,183,9.2,1.5,10497.6
59211,20230527115145,34.3,1018.1,91,48,6.3,0.1,10475.5
59218,20230527115145,30.6,1021.5,98,262,10.7,0.2,10479.2
59228,20230527115145,28.6,1024.2,78,311,1.3,0.1,10427.7
59242,20230527115145,31.0,1012.6,30,59,5.8,0.8,10182.2
59254,20230527115145,12.9,1024.9,74,130,11.7,1.5,10193.8
59265,20230527115145,32.2,1011.4,91,34,2.4,0.3,10212.1
59417,20230527115145,23.5,1003.9,46,294,12.3,0.3,10412.4
59431,20230527115145,7.3,1009.5,71,85,2.9,0.4,10341.8
59446,20230527115145,16.0,1013.9,72,200,13.8,0.9,10058.3
59453,20230527115145,32.5,1004.0,74,107,8.7,0.3,10013.9
59626,20230527115145,23.8,1004.7,15,219,3.4,0.3,10484.0
59631,20230527115145,25.9,1017.6,12,234,7.9,1.4,10358.9
59632,20230527115145,17.7,1012.6,76,247,11.0,1.1,10172.6
59644,20230527115145,28.3,1011.6,43,129,10.8,1.5,10154.1
59647,20230527115145,18.6,1021.5,42,209,3.7,0.7,10088.4
56691,20230527115145,29.4,1022.7,35,311,5.3,1.4,10255.6
56693,20230527115145,32.1,1017.2,37,352,7.0,0.7,10151.6
56792,20230527115145,14.8,1004.4,32,143,6.0,0.1,10074.0
56793,20230527115145,22.4,1020.5,41,176,8.0,1.4,10124.7
57606,20230527115145,20.5,1018.9,39,203,0.8,0.4,10394.1
57614,20230527115145,6.2,1022.2,4,14,5.4,0.3,10269.6
57625,20230527115145,17.6,1021.9,32,289,2.1,0.6,10147.7
57647,20230527115145,6.6,1021.5,90,182,8.7,1.3,10147.3
57707,20230527115145,25.5,1001.5,1,170,0.5,0.6,10235.7
57710,20230527115145,30.5,1005.3,12,187,3.7,0.2,10108.5
57712,20230527115145,17.6,1017.5,14,80,6.2,0.8,10467.7
57718,20230527115145,5.6,1009.5,75,336,5.2,1.1,10150.1
57722,20230527115145,29.8,1005.4,43,20,11.0,0.6,10209.6
57729,20230527115145,8.6,1021.3,37,22,14.8,0.4,10163.3
57731,20230527115145,35.0,1019.4,37,209,2.2,0.5,10429.8
57741,20230527115145,13.8,1007.0,80,129,5.7,0.5,10138.6
57803,20230527115145,0.2,1009.5,57,129,6.5,0.6,10071.8
57805,20230527115145,8.3,1005.8,14,34,7.8,0.9,10030.0
57806,20230527115145,15.4,1018.8,91,223,7.0,1.4,10355.3
57816,20230527115145,6.8,1011.2,44,348,12.4,1.4,10427.2
57825,20230527115145,32.9,1025.7,83,14,0.2,1.5,10239.6
57827,20230527115145,2.3,1023.6,58,338,3.6,0.2,10135.7
57832,20230527115145,33.9,1001.4,74,302,2.7,0.7,10065.5
57839,20230527115145,22.0,1004.7,52,61,12.1,0.2,10149.5
57840,20230527115145,10.3,1023.0,19,142,5.4,1.3,10396.3
57902,20230527115145,23.5,1017.4,72,78,8.5,0.1,10491.2
57906,20230527115145,3.3,1015.6,74,280,12.7,0.2,10375.2
57907,20230527115145,28.7,1008.2,42,334,5.4,0.4,10172.6
57910,20230527115145,12.5,1025.0,70,75,11.2,1.2,10189.5
57912,20230527115145,20.6,1005.1,86,36,3.5,0.1,10400.3
57916,20230527115145,6.7,1025.8,36,98,13.9,0.9,10085.0
57922,20230527115145,2.1,1021.7,75,54,1.9,1.5,10229.7
57926,20230527115145,11.6,1005.1,29,143,5.3,0.6,10177.6
57932,20230527115145,10.8,1009.8,41,242,12.9,0.9,10141.3
59758,20230527115145,4.8,1018.6,70,230,12.4,0.4,10381.2
59838,20230527115145,14.1,1014.5,81,223,7.3,0.6,10474.1
59845,20230527115145,24.3,1004.8,90,180,3.6,0.2,10270.3
59849,20230527115145,30.2,1004.0,58,104,5.8,0.1,10330.0
59855,20230527115145,11.0,1020.2,50,5,1.3,0.2,10302.8
59948,20230527115145,11.7,1006.5,37,4,14.2,0.8,10110.6
59954,20230527115145,31.2,1016.7,97,52,14.5,0.9,10105.7
59981,20230527115145,15.1,1014.5,60,300,7.7,0.8,10265.6
53399,20230527115145,28.8,1012.1,17,74,9.3,0.1,10302.6
53593,20230527115145,7.9,1008.3,28,124,11.3,1.5,10243.6
53698,20230527115145,22.0,1021.4,88,245,5.6,1.1,10016.0
53798,20230527115145,27.5,1019.3,22,37,8.0,1.2,10050.7
54308,20230527115145,20.3,1015.8,88,113,1.4,0.7,10159.5
54311,20230527115145,27.5,1014.2,52,326,6.0,1.4,10121.9
54401,20230527115145,19.5,1006.1,64,263,3.0,0.6,10325.1
54405,20230527115145,18.0,1000.3,50,302,1.3,0.6,10328.6
54423,20230527115145,17.4,1019.9,91,251,10.4,1.3,10021.8
54429,20230527115145,29.0,1009.2,66,248,0.4,1.2,10477.7
54436,20230527115145,23.3,1001.9,10,320,4.5,1.2,10242.0
54449,20230527115145,22.0,1000.1,36,355,11.6,0.8,10050.5
54518,20230527115145,30.6,1008.3,91,283,11.2,1.2,10157.2
54534,20230527115145,30.4,1017.4,72,268,4.3,1.2,10269.2
54535,20230527115145,22.2,1007.7,16,194,10.6,1.2,10339.9
54539,20230527115145,12.5,1006.3,35,300,2.4,0.6,10270.7
54602,20230527115145,32.4,1000.8,6,90,1.7,0.7,10338.9
54606,20230527115145,6.4,1004.7,73,60,3.6,0.7,10498.2
54618,20230527115145,15.7,1000.6,10,299,9.5,0.0,10079.7
54624,20230527115145,6.4,1017.5,5,126,9.8,0.3,10393.7
54705,20230527115145,7.1,1005.8,86,285,12.1,1.1,10230.0
53898,20230527115145,27.4,1008.6,34,42,11.6,0.1,10079.5
53986,20230527115145,17.3,1003.6,64,284,8.7,1.2,10081.8
57051,20230527115145,7.1,1021.8,13,315,10.0,1.3,10155.2
57067,20230527115145,7.8,1026.0,32,282,2.3,0.4,10222.1
57071,20230527115145,5.7,1025.4,29,125,14.8,0.5,10469.5
57077,20230527115145,9.0,1005.4,34,146,7.2,0.4,10191.3
57083,20230527115145,31.3,1024.7,18,175,7.2,1.0,10459.5
57084,20230527115145,9.7,1010.4,76,272,5.9,1.4,10080.4
57089,20230527115145,23.3,1021.9,36,0,8.6,0.3,10067.1
57091,20230527115145,6.6,1016.9,77,228,4.5,1.0,10183.8
57156,20230527115145,17.7,1009.8,70,148,13.3,0.2,10383.0
57178,20230527115145,22.3,1000.8,6,40,6.9,0.0,10356.4
57181,20230527115145,24.0,1004.5,48,194,6.5,1.4,10130.2
57193,20230527115145,1.4,1012.2,13,287,12.4,1.3,10248.9
57285,20230527115145,28.9,1026.1,2,17,11.1,0.6,10063.6
57290,20230527115145,13.6,1025.4,42,0,12.9,1.4,10372.4
57297,20230527115145,11.2,1011.9,33,251,1.9,1.2,10312.0
58005,20230527115145,13.9,1013.6,46,9,6.4,0.9,10204.2
58111,20230527115145,5.9,1006.5,12,87,10.1,0.5,10267.6
58208,20230527115145,5.4,1013.7,63,127,4.6,0.7,10161.6
50136,20230527115145,32.3,1019.6,92,307,13.0,0.8,10076.0
50246,20230527115145,11.5,1014.3,9,128,12.4,1.3,10028.5
50247,20230527115145,3.6,1009.5,7,248,1.7,0.6,10272.8
50349,20230527115145,5.0,1006.0,37,174,2.2,0.6,10182.9
50353,20230527115145,24.1,1013.8,6,229,0.7,0.4,10344.9
50442,20230527115145,5.9,1004.7,39,129,3.0,0.3,10454.3
50468,20230527115145,15.3,1021.9,9,297,7.1,0.6,10456.1
50557,20230527115145,27.8,1004.6,19,200,12.1,0.2,10264.3
50564,20230527115145,14.8,1019.0,40,137,5.8,0.0,10400.2
50656,20230527115145,13.8,1000.3,95,97,11.5,0.4,10057.7
50658,20230527115145,22.1,1002.8,29,113,3.8,0.0,10340.2
50674,20230527115145,29.6,1021.0,81,340,9.1,1.4,10372.9
50739,20230527115145,10.0,1019.0,7,41,6.0,0.6,10042.5
50742,20230527115145,11.6,1011.9,97,138,8.7,0.6,10267.4
50745,20230527115145,27.5,1017.1,94,71,6.0,1.0,10173.9
50756,20230527115145,18.8,1017.5,59,169,6.5,1.5,10092.2
50758,20230527115145,14.3,1008.1,23,144,9.6,0.5,10398.4
50774,20230527115145,5.1,1001.6,68,177,7.5,1.1,10249.6
50778,20230527115145,34.1,1007.4,63,58,3.5,0.3,10357.4
50788,20230527115145,14.0,1009.7,78,335,14.0,0.3,10384.2
50844,20230527115145,22.9,1004.5,20,174,12.2,0.1,10205.9
50853,20230527115145,27.5,1004.9,80,127,5.5,0.2,10249.7
50854,20230527115145,34.8,1017.5,72,248,7.4,0.1,10139.0
50862,20230527115145,26.9,1002.3,40,175,6.8,1.2,10091.6
50873,20230527115145,29.8,1017.2,9,75,3.8,1.5,10221.9
50877,20230527115145,30.7,1013.7,73,40,4.9,0.8,10018.2
50888,20230527115145,26.0,1009.2,64,219,1.8,1.0,10098.3
50950,20230527115145,11.3,1022.7,58,112,10.8,0.8,10445.0
50953,20230527115145,29.6,1008.3,64,196,7.6,0.7,10395.2
50955,20230527115145,18.4,1014.7,34,48,7.4,0.2,10362.8
50963,20230527115145,17.4,1008.2,69,190,11.4,0.7,10353.6
50968,20230527115145,22.3,1018.3,62,67,13.5,0.2,10127.8
50973,20230527115145,7.3,1026.2,44,223,3.5,0.2,10466.4
50978,20230527115145,9.7,1014.6,64,209,3.3,1.2,10008.9
50983,20230527115145,14.8,1018.1,19,275,12.0,1.0,10284.5
54094,20230527115145,26.8,1009.9,40,201,3.7,0.8,10383.5
54096,20230527115145,30.9,1019.8,33,182,8.7,1.1,10326.5
57251,20230527115145,14.7,1015.9,58,8,11.5,0.4,10489.5
57256,20230527115145,1.5,1007.1,28,181,12.7,1.3,10082.0
57259,20230527115145,11.9,1013.2,67,205,10.7,0.5,10076.9
57265,20230527115145,32.8,1020.5,8,293,12.5,1.1,10200.7
57278,20230527115145,7.5,1002.1,95,58,0.2,0.3,10171.3
57279,20230527115145,15.5,1012.6,97,251,14.9,0.0,10028.9
57355,20230527115145,34.8,1010.0,33,96,1.3,1.0,10064.7
57358,20230527115145,15.1,1014.3,21,90,6.0,1.5,10124.8
57359,20230527115145,26.1,1016.0,93,1,3.6,1.4,10378.5
57363,20230527115145,19.5,1017.3,18,89,2.1,1.0,10390.5
57378,20230527115145,10.7,1000.5,17,139,1.5,0.4,10334.3
57381,20230527115145,31.1,1025.4,42,282,0.4,0.5,10255.7
57395,20230527115145,27.6,1004.7,18,303,1.2,0.1,10060.4
57399,20230527115145,22.9,1016.6,96,19,9.6,0.0,10151.0
57439,20230527115145,5.2,1006.6,85,220,6.8,1.2,10327.2
57445,20230527115145,19.3,1011.8,68,216,0.4,0.4,10178.6
57447,20230527115145,27.5,1013.6,45,65,6.3,0.5,10478.8
57458,20230527115145,15.4,1013.4,37,257,12.7,1.1,10134.0
57461,20230527115145,33.1,1002.6,22,183,2.4,1.0,10463.4
57476,20230527115145,4.6,1021.3,24,311,6.3,0.6,10466.2
57482,20230527115145,2.8,1023.5,71,158,2.3,1.0,10413.9
57483,20230527115145,0.8,1013.7,37,115,0.3,0.0,10269.8
57493,20230527115145,8.8,1017.8,63,256,10.4,0.3,10448.3
57494,20230527115145,25.4,1003.1,36,273,10.2,1.5,10037.5
57545,20230527115145,17.7,1021.1,9,323,10.4,0.2,10013.3
57573,20230527115145,29.8,1023.0,69,116,7.2,0.0,10372.0
57581,20230527115145,31.3,1022.1,77,228,8.9,0.6,10289.1
