站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230527115141,24.0,1017.6,96,72,1.5,0.6,10412.1
58102,20230527115141,13.7,1020.8,3,160,7.4,0.4,10463.8
58118,20230527115141,28.4,1010.2,96,312,4.4,0.7,10171.1
58122,20230527115141,1.9,1025.8,53,266,1.7,1.4,10420.0
58203,20230527115141,32.3,1016.2,83,57,14.5,0.9,10337.0
58215,20230527115141,33.0,1012.7,48,105,4.0,1.3,10443.5
58221,20230527115141,3.9,1011.6,97,51,2.8,0.4,10330.4
58225,20230527115141,19.8,1006.8,93,144,14.6,0.1,10191.6
58236,20230527115141,30.9,1004.5,33,36,6.9,0.7,10329.7
58311,20230527115141,8.9,1000.3,16,239,7.0,0.6,10468.6
58314,20230527115141,4.4,1007.5,3,217,1.7,0.3,10382.6
58319,20230527115141,3.3,1020.5,65,140,13.8,1.3,10077.4
58321,20230527115141,28.6,1014.1,87,215,7.3,1.0,10208.1
58326,20230527115141,15.7,1023.9,97,318,13.8,0.0,10340.9
58336,20230527115141,5.3,1009.6,68,123,14.4,0.1,10073.6
58338,20230527115141,7.1,1017.5,41,48,11.5,0.1,10301.5
58414,20230527115141,28.4,1025.1,57,343,2.4,1.4,10252.6
58419,20230527115141,13.3,1004.5,22,81,5.4,0.1,10329.7
58424,20230527115141,6.1,1021.6,42,167,6.0,1.2,10475.4
58429,20230527115141,1.2,1000.0,83,297,10.0,1.4,10209.8
58436,20230527115141,13.8,1002.6,59,132,4.7,1.4,10415.6
58437,20230527115141,27.6,1018.9,14,2,7.6,1.0,10467.9
58520,20230527115141,20.5,1006.3,16,157,8.5,0.8,10495.0
58531,20230527115141,24.1,1003.2,15,71,9.7,0.4,10444.5
54406,20230527115141,19.2,1009.5,46,195,5.2,1.5,10419.4
54416,20230527115141,13.3,1010.0,3,57,3.1,1.1,10056.3
54511,20230527115141,14.0,1001.8,16,289,10.7,1.0,10446.6
58725,20230527115141,18.0,1018.0,51,59,10.9,0.0,10277.3
58730,20230527115141,23.1,1022.2,11,208,13.5,0.3,10388.6
58731,20230527115141,32.6,1003.8,64,0,3.3,1.3,10478.3
58734,20230527115141,32.6,1023.5,70,5,3.8,1.2,10012.0
58737,20230527115141,0.4,1010.8,34,29,11.0,0.7,10400.0
58744,20230527115141,3.2,1010.5,71,290,11.4,1.2,10014.1
58754,20230527115141,11.5,1025.3,15,180,0.1,0.1,10328.4
58818,20230527115141,15.2,1023.9,3,352,2.9,0.3,10277.3
58820,20230527115141,26.1,1007.4,44,85,12.9,0.8,10285.4
58834,20230527115141,10.3,1008.2,36,54,1.4,1.4,10400.7
58837,20230527115141,26.4,1018.8,36,272,7.6,0.1,10022.1
58843,20230527115141,22.7,1020.3,6,305,2.2,0.0,10183.7
58846,20230527115141,3.2,1008.1,99,14,4.3,1.0,10471.1
58847,20230527115141,19.7,1024.7,47,246,8.4,1.0,10396.3
58911,20230527115141,3.3,1001.0,78,271,3.0,0.0,10021.9
58918,20230527115141,11.6,1016.1,36,26,14.1,0.5,10178.1
58921,20230527115141,25.6,1012.3,22,259,13.6,1.2,10165.0
58926,20230527115141,5.0,1016.1,38,284,9.0,0.3,10409.7
58927,20230527115141,25.3,1004.4,4,205,6.1,1.2,10021.6
58931,20230527115141,5.0,1024.7,72,101,0.5,0.7,10481.3
58933,20230527115141,34.1,1016.4,92,91,5.7,0.9,10458.4
58936,20230527115141,4.0,1018.2,77,125,0.5,0.5,10438.7
58944,20230527115141,35.0,1022.6,52,142,7.0,0.2,10418.9
59113,20230527115141,9.4,1024.6,9,36,13.0,0.4,10008.3
59126,20230527115141,28.9,1007.6,17,295,9.5,0.4,10184.2
59133,20230527115141,5.0,1011.0,31,97,6.2,0.2,10177.6
59134,20230527115141,17.0,1020.4,4,176,7.5,0.3,10243.2
59321,20230527115141,29.9,1014.8,92,51,10.2,1.1,10142.6
52323,20230527115141,2.6,1026.3,89,262,2.4,0.9,10011.9
52418,20230527115141,2.9,1001.0,57,113,14.0,0.2,10021.4
52424,20230527115141,19.4,1024.2,46,193,7.3,0.1,10128.2
52436,20230527115141,0.4,1007.8,33,157,12.1,1.1,10317.9
52446,20230527115141,7.7,1006.5,41,140,0.8,0.1,10027.0
52447,20230527115141,28.6,1000.6,92,106,10.1,0.8,10289.9
52533,20230527115141,20.0,1018.1,4,277,8.5,0.8,10098.7
52546,20230527115141,14.0,1010.6,64,178,5.9,0.8,10407.4
52652,20230527115141,11.6,1004.6,38,148,14.8,0.9,10052.0
52661,20230527115141,3.8,1001.6,55,234,14.4,0.2,10479.2
52674,20230527115141,27.6,1017.6,33,260,8.4,0.7,10319.5
52679,20230527115141,0.8,1023.3,12,328,8.9,1.5,10002.4
52681,20230527115141,11.1,1017.8,44,254,4.6,0.4,10007.6
52787,20230527115141,18.4,1001.4,16,6,6.8,0.5,10366.7
52797,20230527115141,16.4,1011.0,5,0,11.3,1.3,10178.5
52884,20230527115141,30.9,1013.6,91,218,6.6,1.3,10495.3
52895,20230527115141,26.1,1021.8,86,109,10.3,0.0,10452.4
52983,20230527115141,17.8,1002.2,38,299,7.2,0.8,10047.6
52984,20230527115141,28.5,1004.7,10,6,13.9,1.3,10353.1
52986,20230527115141,33.7,1020.7,20,293,13.1,0.1,10152.5
52996,20230527115141,20.9,1023.9,70,225,9.5,0.7,10060.4
53821,20230527115141,16.0,1016.2,10,212,5.0,1.5,10169.6
53915,20230527115141,7.8,1015.6,9,208,12.5,0.9,10305.8
53923,20230527115141,30.8,1024.3,94,202,8.7,0.0,10228.9
56074,20230527115141,15.6,1024.5,47,348,14.1,0.7,10452.8
56080,20230527115141,2.3,1007.4,93,209,6.2,0.5,10094.9
56093,20230527115141,30.5,1022.5,94,120,10.2,1.3,10015.4
56096,20230527115141,12.6,1002.3,83,236,10.8,0.3,10307.2
57014,20230527115141,21.4,1007.9,94,128,1.6,0.3,10197.7
57996,20230527115141,9.3,1026.4,14,206,13.3,0.5,10138.1
59072,20230527115141,4.9,1013.4,30,73,0.9,0.2,10476.5
59082,20230527115141,34.3,1009.2,14,173,0.2,0.0,10113.8
59087,20230527115141,16.1,1005.3,61,140,1.5,0.5,10493.0
59088,20230527115141,29.9,1015.5,17,23,5.6,0.1,10216.9
59096,20230527115141,1.3,1025.6,30,189,0.0,0.2,10181.1
59097,20230527115141,1.0,1013.2,9,37,6.2,0.9,10383.4
59107,20230527115141,10.1,1013.4,12,47,14.5,1.1,10259.4
