站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230527115139,28.5,1015.6,47,278,7.3,0.9,10333.0
58102,20230527115139,31.7,1019.2,49,131,5.2,1.3,10280.3
58118,20230527115139,16.3,1003.3,72,317,11.0,0.6,10222.3
58122,20230527115139,32.2,1006.5,64,11,3.7,0.6,10353.5
58203,20230527115139,17.9,1001.1,57,258,13.7,0.6,10081.6
58215,20230527115139,2.8,1022.5,73,164,6.3,0.8,10077.8
58221,20230527115139,33.2,1012.9,88,259,3.4,0.6,10171.3
58225,20230527115139,19.0,1023.9,90,125,0.1,0.9,10415.1
58236,20230527115139,2.7,1004.4,80,126,6.7,1.1,10074.8
58311,20230527115139,31.3,1016.9,5,151,5.5,0.4,10080.7
58314,20230527115139,10.1,1012.5,43,307,8.2,0.9,10340.4
58319,20230527115139,28.7,1000.2,96,43,13.8,0.0,10377.6
58321,20230527115139,28.5,1003.3,19,222,1.5,0.5,10328.6
58326,20230527115139,20.2,1007.1,97,39,12.7,0.4,10437.2
58336,20230527115139,19.7,1026.3,78,314,12.9,1.1,10409.8
58338,20230527115139,10.3,1024.2,21,19,14.4,0.3,10373.2
58414,20230527115139,14.0,1004.6,25,317,14.5,0.2,10266.4
58419,20230527115139,17.8,1006.3,73,92,8.1,0.4,10194.1
58424,20230527115139,12.4,1023.6,94,203,14.9,0.2,10053.5
58429,20230527115139,33.0,1012.3,92,53,9.6,1.5,10169.0
58436,20230527115139,4.6,1008.1,69,87,2.9,0.0,10437.1
58437,20230527115139,11.4,1017.3,21,56,8.3,0.8,10244.5
58520,20230527115139,16.1,1022.2,17,312,8.5,1.0,10114.2
58531,20230527115139,17.3,1007.4,66,69,7.8,1.2,10168.6
54406,20230527115139,4.5,1020.7,89,98,14.5,0.4,10208.2
54416,20230527115139,6.3,1022.0,55,221,13.8,0.6,10487.4
54511,20230527115139,4.1,1005.3,71,175,13.3,1.1,10262.4
58725,20230527115139,11.1,1005.4,28,167,13.3,0.4,10071.7
58730,20230527115139,23.6,1002.0,93,279,1.7,1.2,10496.5
58731,20230527115139,25.6,1014.8,57,58,3.8,0.2,10437.5
58734,20230527115139,12.8,1024.7,82,97,10.5,1.5,10384.9
58737,20230527115139,7.1,1017.5,44,291,4.1,1.0,10168.6
58744,20230527115139,31.1,1016.4,48,340,6.4,1.5,10358.1
58754,20230527115139,4.9,1023.6,91,17,10.9,0.2,10203.3
58818,20230527115139,18.6,1013.1,80,105,9.5,0.8,10328.6
58820,20230527115139,7.6,1012.6,59,183,5.8,1.0,10441.7
58834,20230527115139,7.6,1016.9,78,27,8.9,0.4,10019.7
58837,20230527115139,4.2,1004.3,52,99,14.1,0.1,10208.7
58843,20230527115139,31.2,1000.7,77,82,14.6,0.4,10326.9
58846,20230527115139,32.2,1011.5,3,306,3.8,0.1,10376.3
58847,20230527115139,10.9,1000.5,49,257,3.9,0.1,10309.9
58911,20230527115139,20.3,1018.2,48,244,2.2,1.5,10410.6
58918,20230527115139,3.4,1019.2,64,308,3.2,0.4,10295.3
58921,20230527115139,34.3,1001.3,100,321,7.0,0.9,10024.4
58926,20230527115139,2.2,1000.9,11,48,7.9,1.0,10175.8
58927,20230527115139,12.2,1021.1,86,359,14.0,0.0,10049.0
58931,20230527115139,33.9,1001.3,11,317,12.6,0.6,10092.6
58933,20230527115139,20.3,1020.1,70,328,1.6,1.2,10464.3
58936,20230527115139,30.5,1005.1,82,127,13.6,1.1,10295.0
58944,20230527115139,25.4,1016.7,65,266,14.0,1.3,10008.9
59113,20230527115139,25.6,1008.7,22,224,11.5,0.8,10326.9
59126,20230527115139,26.3,1024.8,20,241,7.4,0.8,10175.4
59133,20230527115139,33.0,1011.3,4,48,8.0,0.0,10269.4
