站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20230527115300,2.8,1007.5,91,152,7.0,1.1,10097.1
58102,20230527115300,28.5,1015.7,64,351,13.2,1.0,10289.2
58118,20230527115300,13.4,1001.2,9,45,4.2,0.8,10302.6
58122,20230527115300,34.5,1024.2,92,171,4.0,1.3,10280.7
58203,20230527115300,21.6,1005.4,26,72,9.7,0.4,10369.5
58215,20230527115300,27.6,1020.9,90,40,13.1,0.1,10108.1
58221,20230527115300,33.6,1006.3,81,190,11.2,0.0,10208.9
58225,20230527115300,12.1,1016.2,75,223,11.7,1.4,10376.1
58236,20230527115300,3.4,1023.2,3,177,14.3,0.8,10232.5
58311,20230527115300,10.5,1007.6,46,182,5.5,1.5,10285.3
58314,20230527115300,13.4,1022.7,66,254,14.5,1.3,10218.4
58319,20230527115300,31.5,1015.7,73,13,12.9,1.0,10080.1
58321,20230527115300,4.3,1025.3,55,276,10.5,0.0,10016.0
58326,20230527115300,23.1,1022.4,35,91,3.0,0.7,10302.1
58336,20230527115300,18.3,1011.8,48,99,6.0,0.4,10324.9
58338,20230527115300,25.7,1006.1,11,266,4.8,1.4,10360.0
58414,20230527115300,8.3,1009.7,20,18,10.1,0.9,10363.6
58419,20230527115300,32.4,1014.2,32,87,6.6,0.9,10222.2
58424,20230527115300,14.9,1023.4,53,159,11.7,1.2,10443.7
58429,20230527115300,28.1,1002.4,4,7,2.8,0.1,10444.8
58436,20230527115300,1.3,1004.1,38,276,8.4,1.3,10357.4
58437,20230527115300,13.2,1011.2,22,285,11.4,0.1,10382.7
58520,20230527115300,5.0,1016.5,5,82,1.9,1.2,10171.8
58531,20230527115300,24.3,1003.0,92,209,12.7,1.4,10307.6
54406,20230527115300,12.8,1017.2,15,283,11.3,1.2,10044.7
54416,20230527115300,32.4,1009.6,80,328,4.3,1.2,10393.6
54511,20230527115300,15.8,1023.7,92,91,13.0,1.1,10361.8
58725,20230527115300,23.4,1017.7,51,270,2.0,0.1,10459.8
58730,20230527115300,31.8,1016.4,69,84,10.3,0.2,10025.1
58731,20230527115300,25.6,1008.1,84,38,14.9,0.6,10338.0
58734,20230527115300,12.1,1011.0,46,223,7.4,0.0,10365.4
58737,20230527115300,29.4,1022.2,24,196,14.6,0.5,10294.7
58744,20230527115300,10.9,1016.6,59,155,5.5,0.2,10470.6
58754,20230527115300,15.7,1016.2,12,60,10.1,1.4,10449.0
58818,20230527115300,32.5,1013.9,58,345,7.6,0.6,10384.5
58820,20230527115300,31.5,1023.9,47,25,13.1,0.9,10015.0
58834,20230527115300,3.5,1013.9,60,286,6.0,0.9,10118.9
58837,20230527115300,34.8,1004.2,34,199,11.2,0.0,10061.1
58843,20230527115300,5.1,1013.6,10,5,10.0,1.5,10407.7
58846,20230527115300,26.3,1015.0,12,108,2.0,1.0,10009.2
58847,20230527115300,26.0,1022.1,99,113,7.6,0.2,10226.3
58911,20230527115300,7.4,1013.4,95,168,7.9,1.1,10133.7
58918,20230527115300,7.4,1017.4,51,314,1.7,0.0,10099.5
58921,20230527115300,4.8,1008.1,83,75,10.8,1.4,10238.6
58926,20230527115300,26.7,1005.1,62,294,3.7,0.7,10102.0
58927,20230527115300,15.3,1009.4,52,84,9.9,0.1,10316.9
